"EFF_DATE","SITE_NO","SITE_TYPE_CODE","FACILITY_TYPE","STATE_CODE","FACILITY_ID","CITY","COUNTRY_CODE","LEGACY_ELEMENT_NUMBER","TAB_NAME","REF_COL_NAME","REMARK_NO","REMARK"
"2026/02/19","24226.1","A","NON-ATCT","TX","00R","LIVINGSTON","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVDD BY HOUSTON ARTCC (ZHU) ON FREQS 125.175/285.575 (LUFKIN RCAG)."
"2026/02/19","12385.2","A","NON-ATCT","MT","00U","HARDIN","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVDD BY SALT LAKE ARTCC (ZLC) ON 132.425/317.45 (MILES CITY RCAG)."
"2026/02/19","00233.","A","NON-ATCT","AL","02A","CLANTON","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 132.25/263.025 (UNIONTOWN RCAG) WHEN MONTGOMERY APCH CTL CLSD."
"2026/02/19","11919.11","A","NON-ATCT","MO","03D","MEMPHIS","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY KANSAS CITY ARTCC ON FREQS 126.225/317.775 (QUINCY RCAG)."
"2026/02/19","18744.","A","NON-ATCT","OH","04G","YOUNGSTOWN","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY CLEVELAND ARTCC (ZOB) ON FREQS 120.775/298.95 (CHARDON RCAG) WHEN YOUNGSTOWN APCH CLSD."
"2026/02/19","10739.01","A","NON-ATCT","MN","04W","HINCKLEY","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 121.05/235.775 (PRINCETON RCAG)."
"2026/02/19","05327.","A","NON-ATCT","IN","05C","GRIFFITH","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"COMMUNICATIONS PRVDD BY TERRE HAUTE RADIO ON FREQ 122.3 (CROWNPOINT RCO)."
"2026/02/19","17433.7","A","NON-ATCT","ND","05D","NEW TOWN","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 127.6/279.6 (MINOT RCAG)."
"2026/02/19","50610.82","A","NON-ATCT","AK","05K","PORT ALSWORTH","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ANCHORAGE ARTCC (ZAN) ON FREQS 118.8 (ILIAMNA RCAG)/351.8 (SPARREVOHN RCAG)."
"2026/02/19","13054.","A","NON-ATCT","NV","05U","EUREKA","US","2","ARPT_CTL_REMARK","ATC_REMARK",2,"APCH/DEP CTL SVC PRVDD BY SALT LAKE ARTCC (ZLC) ON FREQS 132.25/338.35 (BATTLE MOUNTAIN RCAG)."
"2026/02/19","13054.","A","NON-ATCT","NV","05U","EUREKA","US","3","ARPT_CTL_REMARK","ATC_REMARK",3,"COMMUNICATIONS PRVDD BY RENO RADIO ON FREQ 122.3 (EUREKA RCO)."
"2026/02/19","00561.","A","NON-ATCT","AL","06A","TUSKEGEE","US","2","ARPT_CTL_REMARK","ATC_REMARK",2,"APCH/DEP SVC PRVDD BY ATLANTA LARGE TRACON 125.5 (0515-2200) OTHER TIMES ATLANTA ARTCC 120.45/298.850 (COLUMBUS RCAG)."
"2026/02/19","17454.","A","NON-ATCT","ND","06D","ROLLA","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 127.6/279.6 (MINOT RCAG)."
"2026/02/19","17454.","A","NON-ATCT","ND","06D","ROLLA","US","2","ARPT_CTL_REMARK","ATC_REMARK",2,"COMMUNICATIONS PRVDD BY GRAND FORKS RADIO ON FREQ 122.4 (ROLLA RCO)."
"2026/02/19","03258.721","A","ATCT","FL","06FA","JUPITER","US","TA11","TWR_AIRPORT","TWR_OPERATOR_CODE",1,"ATCT OPERATED BY SIKORSKY DEVELOPMENT FLIGHT TEST CENTER."
"2026/02/19","00565.","A","NON-ATCT","AL","07A","UNION SPRINGS","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 120.55/270.25 (MONTGOMERY RCAG) WHEN MONTGOMERY APCH/DEP CLSD."
"2026/02/19","23948.","A","NON-ATCT","TX","07F","GLADEWATER","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON FREQS 126.325/346.25 (SHREVEPORT RCAG) WHEN LONGVIEW APCH CTL (GGG) CLSD."
"2026/02/19","12671.2","A","NON-ATCT","NE","07K","CENTRAL CITY","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 126.05 (GRAND ISLAND RCAG) 278.8 (HASTINGS RCAG)."
"2026/02/19","12375.1","A","NON-ATCT","MT","07MT","GLASGOW","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVDD BY SALT LAKE ARTCC ( ZLC) ON FREQS 126.85/305.2 (GLASGOW RCAG)."
"2026/02/19","00590.","A","NON-ATCT","AL","08A","WETUMPKA","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 120.45/298.850 (COLUMBUS RCAG) WHEN MONTGOMERY APCH CTL CLSD."
"2026/02/19","17463.01","A","NON-ATCT","ND","08D","STANLEY","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 127.6/279.6 (MINOT RCAG)."
"2026/02/19","12753.","A","NON-ATCT","NE","08K","HARVARD","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 119.4/278.8 (HASTINGS RCAG)."
"2026/02/19","08662.02","H","NON-ATCT","MD","08MD","TOWSON","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY POTOMAC TRACON (PCT) ON 119.0/282.275"
"2026/02/19","13356.05","H","NON-ATCT","NH","08NH","NORTH CONWAY","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 135.7/282.2(BERLIN RCAG)."
"2026/02/19","00199.1","A","NON-ATCT","AL","09A","BUTLER","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 120.55/270.25 (MONTGOMERY RCAG) WHEN MERIDIAN APCH CTL CLSD."
"2026/02/19","03855.4","A","NON-ATCT","GA","09J","JEKYLL ISLAND","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY JACKSONVILLE ARTCC (ZJX) ON FREQS 126.75/277.4 (BRUNSWICK RCAG)."
"2026/02/19","23187.2","A","NON-ATCT","TN","0A3","SMITHVILLE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 128.15/323.125 (SHELBYVILLE RCAG)."
"2026/02/19","00218.7","A","NON-ATCT","AL","0A8","CENTREVILLE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 132.25/263.025 (UNIONTOWN RCAG)."
"2026/02/19","22960.2","A","NON-ATCT","TN","0A9","ELIZABETHTON","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 127.85/269.3 (GLADE SPRINGS RCAG) WHEN TRI CITY APCH CTL CLSD."
"2026/02/19","50222.","A","NON-ATCT","AK","0AA4","FAREWELL","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ANCHORAGE ARTCC ON FREQS 128.1/353.8 (MC GRATH RCAG)."
"2026/02/19","07840.","A","NON-ATCT","ME","0B1","BETHEL","US","2","ARPT_CTL_REMARK","ATC_REMARK",2,"APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 128.2/263.05 (WATERBORO RCAG) WHEN PORTLAND APCH CTL CLSD."
"2026/02/19","12752.4","A","NON-ATCT","NE","0B4","HARTINGTON","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 125.025/235.625 (SIOUX CITY RCAG)."
"2026/02/19","09090.","A","NON-ATCT","MA","0B5","MONTAGUE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 123.75/338.2 (GARDNER RCAG)."
"2026/02/19","15242.","A","NON-ATCT","NY","0B8","FISHERS ISLAND","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQS 124.85/307.9 (WOODSTOCK RCAG) WHEN PROVIDENCE APCH CTL CLSD."
"2026/02/19","12878.1","A","NON-ATCT","NE","0C4","PENDER","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 125.025/235.625 (SIOUX CITY RCAG) WHEN SIOUX CITY APCH CTL CLSD."
"2026/02/19","22686.8","A","NON-ATCT","SD","0D8","GETTYSBURG","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 125.1/269.1 (PIERRE RCAG)."
"2026/02/19","14665.32","A","NON-ATCT","NM","0E0","MORIARTY","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ALBUQUERQUE ARTCC (ZAB) ON 133.65/284.6 ( CLINES CORNER RCAG)."
"2026/02/19","23469.2","A","NON-ATCT","TX","0F2","BOWIE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON FREQS 127.95/322.325 (WICHITA FALLS RCAG)."
"2026/02/19","12805.22","A","NON-ATCT","NE","0F4","LOUP CITY","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS (ZMP) ARTCC ON FREQ 126.05 (GRAND ISLAND RCAG) / 278.8 (HASTINGS RCAG)."
"2026/02/19","12944.01","A","NON-ATCT","NE","0G3","TECUMSEH","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 126.4/317.7 (MARYSVILLE RCAG)."
"2026/02/19","16144.","A","NON-ATCT","NY","0G7","SENECA FALLS","US","2","ARPT_CTL_REMARK","ATC_REMARK",2,"APCH SVC PRVDD BY NEW YORK ARTCC ON FREQS 133.35/372.0 (SAYRE RCAG) WHEN ELMIRA APCH CTL CLSD."
"2026/02/19","06948.51","A","NON-ATCT","KS","0H1","WAKEENEY","US","3","ARPT_CTL_REMARK","ATC_REMARK",3,"APCH/DEP CTL SVC PRVDD BY DENVER ARTCC (ZDV) ON 132.7/226.675 (HILL CITY RCAG)."
"2026/02/19","00954.1","A","NON-ATCT","AR","0M0","DUMAS","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 135.875/269.35 (GREENVILLE RCAG & PINE BLUFF RCAG)."
"2026/02/19","23006.","A","NON-ATCT","TN","0M3","HOHENWALD","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 125.85/379.25 (CENTERVILLE RCAG)."
"2026/02/19","22890.1","A","NON-ATCT","TN","0M4","CAMDEN","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 125.85/379.25 (CENTERVILLE RCAG)."
"2026/02/19","23240.1","A","NON-ATCT","TN","0M5","WAVERLY","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 125.85/379.25 (CENTERVILLE RCAG)."
"2026/02/19","08456.012","H","NON-ATCT","MD","0MD3","BALTIMORE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY POTOMAC TRACON (PCT) 119.0 (SNOW HILL RCAG)."
"2026/02/19","17066.1","H","NON-ATCT","NC","0NC5","ROCKY MOUNT","US","2","ARPT_CTL_REMARK","ATC_REMARK",2,"APCH/DEP SVC PRVDD BY WASHINGTON ARTCC (ZDC) ON 123.85/279.65 (NEW BERN RCAG)."
"2026/02/19","20355.06","H","NON-ATCT","PA","0PS8","ERIE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY BUFFALO APCH (BUF) ON 121.0 0600-0000. APCH/DEP SVC PRVDD BY CLEVELAND ARTCC ON FREQ 127.075/292.175 (WATERFORD RCAG)  0000-0600."
"2026/02/19","11191.","A","NON-ATCT","MS","0R0","COLUMBIA","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVDD BY HOUSTON ARTCC (ZHU) ON FREQS 126.8/327.8 (MC COMB RCAG)."
"2026/02/19","07764.1","A","NON-ATCT","LA","0R4","VIDALIA","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY HOUSTON ARTCC (ZHU) ON FREQS 120.975/299.6 (NATCHEZ RCAG)."
"2026/02/19","23965.31","A","NON-ATCT","TX","0TX1","GRANBURY","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON FREQS 127.15/314.0 (DUBLIN RCAG)."
"2026/02/19","04255.","A","NON-ATCT","ID","0U9","MIDVALE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"COMMUNICATIONS PRVDD BY BOISE RADIO ON FREQ 122.5 (CASCADE RCO)."
"2026/02/19","12817.","A","NON-ATCT","NE","0V3","MINDEN","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQUENCIES 119.4/278.8 (HASTINGS RCAG)."
"2026/02/19","25836.4","A","NON-ATCT","VA","0VG","JONESVILLE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 127.55/269.50 (NEWPORT RCAG)."
"2026/02/19","23906.01","A","NON-ATCT","TX","0XA4","FREER","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVDD BY HOUSTON ARTCC (ZHU) ON 127.8 (LAREDO RCAG)/307.2 (UVALDE RCAG)."
"2026/02/19","23543.51","A","NON-ATCT","TX","0XA5","CAMPBELLTON","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY HOUSTON ARTCC (ZHU) ON FREQS 134.6/322.5 (THREE RIVERS RCAG)."
"2026/02/19","18205.1","A","NON-ATCT","OH","10G","MILLERSBURG","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY INDIANAPOLIS ARTCC ON FREQS 124.45/323.275 (ZANESVILLE RCAG)."
"2026/02/19","08084.26","H","NON-ATCT","ME","10ME","LINCOLN","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQ 124.25/290.50 (BANGOR RCAG)."
"2026/02/19","13106.","A","NON-ATCT","NV","10U","OWYHEE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY SALT LAKE ARTCC (ZLC) ON 118.05/363.0 (BLISS RCAG)."
"2026/02/19","00234.","A","NON-ATCT","AL","11A","CLAYTON","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 120.55/270.25 (MONTGOMERY RCAG) WHEN CAIRNS APCH/DEP CLSD."
"2026/02/19","11028.4","A","NON-ATCT","MN","12D","TOWER","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON 127.9/281.45 (DULUTH RCAG)."
"2026/02/19","18496.","A","NON-ATCT","OH","12G","SHELBY","US","3","ARPT_CTL_REMARK","ATC_REMARK",3,"APCH/DEP SVC PRVDD BY CLEVELAND APCH (CLE) 0600-0100. APCH/DEP SVC PRVDD BY CLEVELAND ARTCC (ZOB) ON FREQS 134.9/269.475 (MANSFIELD RCAG) 0100-0600."
"2026/02/19","12940.","A","NON-ATCT","NE","12K","SUPERIOR","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 119.4/278.8 (HASTINGS RCAG)."
"2026/02/19","26752.","A","NON-ATCT","WV","12V","MILTON","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APPROACHES FROM THE EAST USE CHARLESTON APCH 124.1/269.125. APPROACHES FROM THE WEST USE HUNTINGTON APCH 119.75/270.1."
"2026/02/19","10005.","A","NON-ATCT","MI","13C","LAKEVIEW","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY CHICAGO ARTCC (ZAU) ON FREQS 132.275/254.35 (MUSKEGON RCAG) WHEN GREAT LAKES APCH CTL CLSD."
"2026/02/19","06589.","A","NON-ATCT","KS","13K","EUREKA","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVDD BY KANSAS CITY ARTCC (ZKC) ON FREQS 120.2/323.2 (EMPORIA RCAG)."
"2026/02/19","21590.01","A","NON-ATCT","PA","13PA","TIDIOUTE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY BUFFALO APCH (BUF) ON 121.0 0600-0000. APCH/DEP SVC PRVDD BY CLEVELAND ARTCC ON FREQ 127.075/292.175 (WATERFORD RCAG)  0000-0600."
"2026/02/19","24602.","A","NON-ATCT","TX","14TS","REALITOS","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVVD BY HOUSTON ARTCC (ZHU) ON127.8/307.2 (LAREDO RCAG)."
"2026/02/19","10797.3","A","NON-ATCT","MN","14Y","LONG PRAIRIE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 126.1/269.2 (ALEXANDRIA RCAG)."
"2026/02/19","24015.12","A","NON-ATCT","TX","15F","HASKELL","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON FREQS 133.5/350.35 (WICHITA FALLS RCAG)."
"2026/02/19","03611.","A","NON-ATCT","GA","15J","ADEL","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY JACKSONVILLE ARTCC ON FREQS 133.7/323.3(VALDOSTA RCAG) WHEN VALDOSTA APCH CTL CLSD."
"2026/02/19","11276.","A","NON-ATCT","MS","15M","IUKA","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MEMPHIS ARTCC (ZME) ON FREQS 124.35/318.1 (MCKELLAR RCAG)."
"2026/02/19","10903.","A","NON-ATCT","MN","16D","PERHAM","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 126.1/269.2 (ALEXANDRIA RCAG)."
"2026/02/19","03756.","A","NON-ATCT","GA","16J","DAWSON","US","3","ARPT_CTL_REMARK","ATC_REMARK",3,"APCH/DEP SVC PRVDD BY JACKSONVILLE ARTCC ON FREQS 125.75/363.075 (ALBANY RCAG)."
"2026/02/19","08221.16","H","NON-ATCT","ME","16ME","PRESQUE ISLE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY BOSTON ARTCC ON FREQ 124.75/239.05 (CARIBOU RCAG)."
"2026/02/19","17656.","A","NON-ATCT","OH","17G","BUCYRUS","US","3","ARPT_CTL_REMARK","ATC_REMARK",3,"APCH/DEP SVC PRVDD BY CLEVELAND APCH (CLE) 0600-0100. APCH/DEP SVC PRVDD BY CLEVELAND ARTCC (ZOB) ON FREQS 135.1/291.725 (FINDLAY RCAG) 0100-0600."
"2026/02/19","03758.","A","NON-ATCT","GA","17J","DONALSONVILLE","US","2","ARPT_CTL_REMARK","ATC_REMARK",2,"APCH/DEP SVC PRVDD BY JACKSONVILLE ARTCC ON FREQS 134.3/322.55 (DOTHAN RCAG) WHEN CAIRNS APCH/DEP CLSD."
"2026/02/19","18825.","A","NON-ATCT","OK","17K","BOISE CITY","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ALBUQUERQUE ARTCC (ABQ) ON FREQS 127.85/285.475 (MOUNT DORA RCAG)."
"2026/02/19","11324.2","A","NON-ATCT","MS","17M","MAGEE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 125.975/307.275  (MERIDIAN RCAG)."
"2026/02/19","23781.1","A","NON-ATCT","TX","17XS","DUBLIN","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON FREQS 127.15/314.0 (DUBLIN RCAG)."
"2026/02/19","03703.6","A","NON-ATCT","GA","18A","CANON","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 127.5/316.05 (ATHENS RCAG)."
"2026/02/19","07339.","A","NON-ATCT","KY","18I","PINE KNOT","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY INDIANAPOLIS ARTCC ON FREQS 124.625/371.925 (LONDON 2 RCAG)."
"2026/02/19","11299.51","A","NON-ATCT","MS","19M","LEXINGTON","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 132.5/259.1 (GREENWOOD RCAG)."
"2026/02/19","22925.","A","NON-ATCT","TN","1A3","COPPERHILL","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 133.1/342.425 (MOUNT OGLETHORPE RCAG)."
"2026/02/19","16731.1","A","NON-ATCT","NC","1A5","FRANKLIN","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC (ZTL) ON FREQS 134.8/379.95 (MOUNT OGLETHORPE RCAG)."
"2026/02/19","07274.","A","NON-ATCT","KY","1A6","MIDDLESBORO","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY INDIANAPOLIS ARTCC ON FREQS 124.625/371.925 (LONDON 2 RCAG)."
"2026/02/19","22976.8","A","NON-ATCT","TN","1A7","GAINESBORO","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 133.85/285.5 (NASHVILLE RCAG)."
"2026/02/19","00481.91","A","NON-ATCT","AL","1A9","PRATTVILLE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY ATLANTA ARTCC ON FREQS 120.55/270.25 (MONTGOMERY RCAG) WHEN APCH CTL CLSD."
"2026/02/19","04933.51","A","NON-ATCT","IL","1C1","PAXTON","US","2","ARPT_CTL_REMARK","ATC_REMARK",2,"APCH/DEP SVC PRVDD BY CHICAGO ARTCC ON  FREQ 121.35 (REMOTED CHAMPAIGN APCH CTL) AND FREQ 353.95 (DANVILLE RCAG) WHEN CHAMPAIGN APCH CTL CLSD."
"2026/02/19","22736.","A","NON-ATCT","SD","1D1","MILBANK","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 128.5/306.2 (WATERTOWN RCAG)."
"2026/02/19","22778.","A","NON-ATCT","SD","1D8","REDFIELD","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC (ZMP) ON FREQS 126.25/339.8 (HURON RCAG)."
"2026/02/19","18796.","A","NON-ATCT","OK","1F0","ARDMORE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON FREQS 124.75/323.0 (ARDMORE RCAG)."
"2026/02/19","19083.11","A","NON-ATCT","OK","1F4","MADILL","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVDD BY FORT WORTH ARTCC (ZFW) ON FREQS 124.75/323.0 (ARDMORE RCAG)."
"2026/02/19","18061.","A","NON-ATCT","OH","1G3","KENT","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY CLEVELAND APCH (CLE) 0600-0100. APCH/DEP SVC PRVDD BY CLEVELAND ARTCC (ZOB) ON FREQS 120.6/379.275 (MOUNT HOPE RCAG) 0100-0600."
"2026/02/19","04614.","A","NON-ATCT","IL","1H2","EFFINGHAM","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY KANSAS CITY ARTCC ON FREQS 124.3/269.15 (DECATUR RCAG)."
"2026/02/19","05232.11","A","NON-ATCT","IN","1I9","DELPHI","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY CHICAGO ARTCC (ZAU) ON FREQ 123.85 (LAFAYETTE RCAG) WHEN GRISSOM APCH CTL CLSD."
"2026/02/19","06348.01","H","NON-ATCT","IA","1IA3","SPENCER","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MINNEAPOLIS ARTCC ON FREQS 127.75/257.7 (FAIRMONT RCAG)."
"2026/02/19","19046.02","A","NON-ATCT","OK","1K8","KETCHUM","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVDD BY KANSAS CITY ARTCC (ZKC) ON 128.6/282.325 (EDNA RCAG)."
"2026/02/19","25129.","A","NON-ATCT","UT","1L7","ESCALANTE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP CTL SVC PRVDD BY SALT LAKE ARTCC (ZLC) ON 133.6/269.25 (BRYCE CANYON RCAG)."
"2026/02/19","00363.","A","NON-ATCT","AL","1M4","HALEYVILLE","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 120.8/307.0 (HUNTSVILLE RCAG)."
"2026/02/19","07151.4","A","NON-ATCT","KY","1M7","FULTON","US","1","ARPT_CTL_REMARK","ATC_REMARK",1,"APCH/DEP SVC PRVDD BY MEMPHIS ARTCC ON FREQS 133.65/292.15 (PADUCAH RCAG)."
