"EFF_DATE","PJA_ID","NAV_ID","NAV_TYPE","RADIAL","DISTANCE","NAVAID_NAME","STATE_CODE","CITY","LATITUDE","LAT_DECIMAL","LONGITUDE","LONG_DECIMAL","ARPT_ID","SITE_NO","SITE_TYPE_CODE","DROP_ZONE_NAME","MAX_ALTITUDE","MAX_ALTITUDE_TYPE_CODE","PJA_RADIUS","CHART_REQUEST_FLAG","PUBLISH_CRITERIA","DESCRIPTION","TIME_OF_USE","FSS_ID","FSS_NAME","PJA_USE","VOLUME","PJA_USER","REMARK"
"2026/02/19","PAK001","MCG","VORTAC",341,0,"MC GRATH","AK","MCGRATH","62-57-03.7450N",62.95104027,"155-36-41.0500W",-155.61140277,"16Z","50467.1","C","",5000,"MSL",,"N","Y",""," JUN- SEP;IRREGULAR HOURS","MCG","MCGRATH","","","","JUMPING OVER MCGRATH VORTAC"
"2026/02/19","PAK002","FAI","VORTAC",67,27,"FAIRBANKS","AK","FAIRBANKS","64-45-26.2123N",64.75728119,"146-57-55.7727W",-146.96549241,"","","","HUSKY DROP ZONE",3500,"MSL",,"Y","Y","","CONTINUOUS","FAI","FAIRBANKS","MILITARY","","ACTIVE ARMY AND USAF",""
"2026/02/19","PAK004","FAI","VORTAC",42,10,"FAIRBANKS","AK","FAIRBANKS","64-51-23.1296N",64.85642488,"147-38-42.1526W",-147.64504238,"","","","BIRCH HILL",6000,"MSL",3,"N","Y","","SR-SS 1 APRIL 31 OCT","FAI","FAIRBANKS","","","",""
"2026/02/19","PAK005","TED","VOR/DME",34.44,14.4,"ANCHORAGE","AK","ANCHORAGE","61-18-47.4645N",61.31318458,"149-33-55.9086W",-149.56553016,"","","","",12500,"MSL",,"N","Y","","SUNRISE-SUNSET; WEEKENDS","ENA","KENAI","","","","JUMPS OVER PIPPEL FIELD"
"2026/02/19","PAK006","TED","VOR/DME",77.1,4.84,"ANCHORAGE","AK","ANCHORAGE","61-09-38.2099N",61.16061386,"149-47-39.4604W",-149.79429455,"CSR","50033.","A","CAMPBELL",2000,"MSL",,"N","Y","","SUNRISE-SUNSET; UNSCHULED","ENA","KENAI","","","",""
"2026/02/19","PAK007","FAI","VORTAC",70,20,"FAIRBANKS","AK","FAIRBANKS","64-47-32.0245N",64.79222902,"147-13-58.6863W",-147.23296841,"","","","CHENA LAKE FLOOD PLAIN",5000,"MSL",5,"N","Y","","SR-SS 1 APRIL 31 OCT","FAI","FAIRBANKS","","","",""
"2026/02/19","PAK008","BIG","VORTAC",67,25,"BIG DELTA","AK","PALMER","64-00-04.6758N",64.00129883,"144-46-15.0929W",-144.77085913,"","","","FAIRGROUNDS",12500,"MSL",,"N","Y","","SUNRISE-SUNSET; DURING STATE FAIR","ENA","KENAI","","","",""
"2026/02/19","PAK013","TED","VOR/DME",98.07,27.77,"ANCHORAGE","AK","ANCHORAGE","60-57-44.3891N",60.9623303,"149-06-26.3520W",-149.10732,"AQY","50270.1","A","GIRDWOOD",12500,"MSL",1,"Y","Y","","FRI-SUN","ENA","KENAI","","","",""
"2026/02/19","PAK016","TED","VOR/DME",20.92,14.09,"ANCHORAGE","AK","ANCHORAGE","61-20-58.9687N",61.34971352,"149-39-13.6261W",-149.65378502,"","","","MALEMUTE",5000,"MSL",,"N","Y","","","ENA","KENAI","","","USAF",""
"2026/02/19","PAK018","FAI","VORTAC",56,15,"FAIRBANKS","AK","FAIRBANKS","64-51-18.0986N",64.85502738,"147-26-28.6340W",-147.44128722,"","","","NORDALE JUMPSPOT/LITTLE CHEWA BRIDGE",5000,"MSL",5,"N","Y","","APR 1 TO OCT 31  SR-SS","FAI","FAIRBANKS","","","",""
"2026/02/19","PAK019","BGQ","VORTAC",67,17,"BIG LAKE","AK","","61-33-29.9218N",61.55831161,"149-22-30.6986W",-149.37519405,"","","","WASILLE/ADVENTURE",14000,"MSL",1,"Y","Y","","APR - DEC SR-SS","ENA","KENAI","","","",""
"2026/02/19","PAK024","FAI","VORTAC",39,13,"FAIRBANKS","AK","FAIRBANKS","64-53-01.3416N",64.883706,"147-32-39.2160W",-147.54422666,"","","","LESLIE'S FIELD",5000,"MSL",,"N","Y","","UNSCHEDULED","FAI","FAIRBANKS","","","",""
"2026/02/19","PAK025","FAI","VORTAC",79,36,"FAIRBANKS","AK","FAIRBANKS","64-37-09.1350N",64.61920416,"146-40-45.4785W",-146.67929958,"","","","FIREBIRD",3000,"MSL",,"N","Y","","UNSCHEDULED","FAI","FAIRBANKS","","","",""
"2026/02/19","PAK026","FAI","VORTAC",20,47,"FAIRBANKS","AK","FAIRBANKS","65-23-03.4840N",65.38430111,"146-47-01.4882W",-146.78374672,"","","","QUARTZ CREEK/NOME CREEK ROAD",6000,"MSL",5,"N","Y","","APR 1 TO OCT 31  SR-SS.","FAI","FAIRBANKS","","","",""
"2026/02/19","PAK027","","",,,"","AK","PALMER","61-35-41.7000N",61.59491666,"149-05-19.4000W",-149.08872222,"PAQ","50584.","A","",10000,"MSL",2,"Y","Y","","APR-OCT, SR-SS","PAQ","PALMER","CIVIL","","","CTAF 123.6"
"2026/02/19","PAL004","MGM","VORTAC",235,17,"MONTGOMERY","AL","","32-04-17.4368N",32.07151022,"086-36-09.0322W",-86.60250894,"","","","TOMMY DROP ZONE",1500,"MSL",0.2,"N","Y","","OCCASIONAL USE","ANB","ANNISTON","","","C/1/20SFG ARMY",""
"2026/02/19","PAL005","OKW","VORTAC",231.32,39.85,"BROOKWOOD","AL","EUTAW","32-49-13.5000N",32.82041666,"087-51-54.3000W",-87.86508333,"3A7","00293.","A","",13000,"AGL",5,"N","Y","","WEEKENDS AND HOLIDAYS","ANB","ANNISTON","CIVIL","","",""
"2026/02/19","PAL007","OKW","VORTAC",230.63,25.28,"BROOKWOOD","AL","MOUNDVILLE","32-58-10.1650N",32.96949027,"087-38-13.2750W",-87.63702083,"AL44","00450.35","A","",12000,"AGL",5,"N","Y","","0900-SS ON WKENDS, OCCASIONALLY WKDYS BY NOTAM","ANB","ANNISTON","CIVIL","","",""
"2026/02/19","PAL008","MGM","VORTAC",14,13,"MONTGOMERY","AL","","32-25-47.5855N",32.42988486,"086-14-41.5853W",-86.2448848,"","","","KILBY DROP ZONE",1500,"MSL",0.2,"N","Y","","OCCASIONAL USE","ANB","ANNISTON","","","C/1/20SFG  ARMY",""
"2026/02/19","PAL009","CSG","TACAN",166,21,"COLUMBUS","GA","FORT BENNING","32-16-24.5884N",32.27349677,"084-55-29.1621W",-84.92476725,"","","","LAE DROP ZONE",3000,"MSL",5,"","Y","","OCCASIONAL USE","MCN","MACON","","","",""
"2026/02/19","PAL011","RQZ","VORTAC",220,9,"ROCKET","AL","","34-41-07.8768N",34.68552133,"086-45-20.0073W",-86.75555758,"","","","REDSTONE DROP ZONE",1500,"MSL",0.2,"N","Y","","OCCASIONAL USE","ANB","ANNISTON","","","HHD/1/20SFG ARMY",""
"2026/02/19","PAL013","OZR","VOR/DME",225,1.5,"CAIRNS","AL","FORT RUCKER","31-15-01.1852N",31.25032922,"085-44-44.9957W",-85.74583213,"OZR","00329.","A","",14500,"MSL",,"Y","Y","","SUNRISE-SUNSET WEEKENDS","ANB","ANNISTON","","","",""
"2026/02/19","PAL014","VUZ","VORTAC",130,37,"VULCAN","AL","VINCENT","33-15-20.0736N",33.255576,"086-21-11.9333W",-86.3533148,"","","","",10000,"MSL",5,"","Y","","0900-SS...WEEKENDS","ANB","ANNISTON","","","",""
"2026/02/19","PAL015","BFM","VORTAC",217,12,"BROOKLEY","AL","BAYOU LA BATRE","30-27-40.8143N",30.4613373,"088-12-26.3422W",-88.20731727,"5R7","00155.31","A","",12500,"MSL",,"N","Y","","SUNRISE-SUNSET DAILY","ANB","ANNISTON","","","SPORT TRAINING AND JUMPING",""
"2026/02/19","PAL018","RQZ","VORTAC",297,9,"ROCKET","AL","HARVEST","34-52-11.9122N",34.86997561,"086-47-35.8412W",-86.79328922,"00AL","00374.5","A","",13500,"MSL",1,"N","Y","","SUNRISE-SUNSET, DAILY","ANB","ANNISTON","","","",""
"2026/02/19","PAL019","RRS","VORTAC",70,8,"WIREGRASS","AL","HEADLAND","31-19-32.2742N",31.32563172,"085-16-59.4924W",-85.28319233,"HDL","00376.","A","",15000,"MSL",,"N","Y","","1200-SS WKDAYS, SR-SS SAT-SUN AND HOLIDAYS","ANB","ANNISTON","","","",""
"2026/02/19","PAL020","NUN","VOR",268,11,"SAUFLEY","AL","ELBERTA","30-28-07.6336N",30.46878711,"087-32-52.5989W",-87.54794413,"7AL9","00267.7","A","",14000,"MSL",,"Y","Y","","DAILY 0700-1/2 HR AFT SS.","GNV","GAINESVILLE","","","","MAXIMUM ALTITUDE -14000 MSL"
"2026/02/19","PAL022","GAD","VOR/DME",230,3,"GADSDEN","AL","GADSDEN","33-56-44.0010N",33.94555583,"086-07-51.3031W",-86.13091752,"GAD","00333.","A","",14000,"MSL",,"N","Y","","WEEKENDS AND HOLIDAYS 0900-SS.","ANB","ANNISTON","","","",""
"2026/02/19","PAL023","OZR","VOR/DME",345,13,"CAIRNS","AL","","31-28-31.5935N",31.47544263,"085-48-16.5947W",-85.80460963,"","","","LONGSTREET DROP ZONE",3500,"AGL",,"N","Y","","OCCASIONAL USE","ANB","ANNISTON","","","COMPANY C (PFDR/ABN) 509TH INF",""
"2026/02/19","PAL024","","",,,"","AL","TUSKEGEE","32-27-11.5055N",32.45319597,"085-40-58.0343W",-85.6827873,"06A","00561.","A","",12500,"MSL",3,"Y","Y","","OCCASIONALLY ON WEEKENDS","ANB","ANNISTON","","","",""
"2026/02/19","PAL028","CSG","TACAN",168,22.5,"COLUMBUS","GA","FORT BENNING","32-14-46.9186N",32.24636627,"084-55-59.7375W",-84.93326041,"","","","FRYAR FIELD DROP ZONE",13000,"MSL",0.5,"Y","Y","","CONTINUOUS","MCN","MACON","","","ACTIVE ARMY",""
"2026/02/19","PAL029","RQZ","VORTAC",276,6,"ROCKET","AL","","34-48-40.0314N",34.81111983,"086-45-14.8006W",-86.75411127,"","","","JONES DROP ZONE",1500,"MSL",0.25,"N","Y","","OCCASIONAL USE","ANB","ANNISTON","","","HHD/1/20SFG  ARMY",""
"2026/02/19","PAL030","RQZ","VORTAC",228.63,32.09,"ROCKET","AL","","34-27-22.7663N",34.45632397,"087-08-01.8400W",-87.13384444,"","","","ELLIS DROP ZONE",1500,"MSL",0.4,"N","Y","","OCCASIONAL USE","ANB","ANNISTON","JOINT","","A/1/20 SFG ARMY",""
"2026/02/19","PAL031","VUZ","VORTAC",1,36,"VULCAN","AL","CULLMAN","34-16-13.5462N",34.2704295,"086-51-42.8779W",-86.86191052,"CMD","00248.3","A","",14500,"MSL",3,"Y","Y","","SR-SS SAT-SUN, OTHER TIMES BY NOTAM","ANB","ANNISTON","","","",""
"2026/02/19","PAL032","MGM","VORTAC",300,17,"MONTGOMERY","AL","PRATTVILLE","32-22-35.7704N",32.37660288,"086-36-01.1437W",-86.60031769,"1A9","00481.91","A","",2000,"MSL",10,"Y","Y","","FOR SPECIFIC TIMES CALL 334-953-7325","ANB","ANNISTON","","","",""
"2026/02/19","PAL033","OKW","VORTAC",57,16,"BROOKWOOD","AL","BESSEMER","33-23-05.2294N",33.38478594,"086-58-58.4709W",-86.98290858,"","","","OLD BESSEMER ARPT",10000,"MSL",,"N","Y","","1030-SUNSET; WEEKENDS","ANB","ANNISTON","","","",""
"2026/02/19","PAL036","BFM","VORTAC",108.79,28.94,"BROOKLEY","AL","ELBERTA","30-25-28.0000N",30.42444444,"087-32-28.0000W",-87.54111111,"AL08","00267.81","A","PERDIDO WINDS AIRPARK",10000,"MSL",2,"Y","Y","","SUNRISE TO SUNSET","","","JOINT","","",""
"2026/02/19","PAR001","LIT","VORTAC",334,24,"LITTLE ROCK","AR","LITTLE ROCK","35-03-05.7330N",35.0515925,"092-21-18.4511W",-92.3551253,"","","","CONWAY DROP ZONE",12500,"AGL",,"Y","Y","","0800-SS WEEKENDS & OCNL WEEKDAYS","JBR","JONESBORO","","","",""
"2026/02/19","PAR002","LIT","VORTAC",9,33,"LITTLE ROCK","AR","LITTLE ROCK","35-12-43.5440N",35.21209555,"092-01-05.3309W",-92.01814747,"LRF","01028.21","A","BLACKJACK DROP ZONE",3000,"MSL",,"Y","Y","","MON-FRI 0600-0200 AND OCNL WKNDS.","JBR","JONESBORO","","","MILITARY",""
"2026/02/19","PAR003","LIT","VORTAC",10,33,"LITTLE ROCK","AR","","35-12-34.8217N",35.20967269,"092-00-24.5198W",-92.00681105,"","","","BLACK JACK",3000,"AGL",,"N","Y","","0600-2330, MON-FRI; OCCASIONAL WKENDS","JBR","JONESBORO","","","",""
"2026/02/19","PAR004","FSM","VORTAC",160,6,"FORT SMITH","AR","CAMP CHAFFEE","35-17-26.9633N",35.29082313,"094-14-38.5757W",-94.2440488,"","","","ARROWHEAD",3000,"MSL",,"N","Y","","0600-2300 MON-FRI; OCCASIONAL WEEKENDS.","JBR","JONESBORO","","","",""
"2026/02/19","PAR005","TXK","VORTAC",160,9,"TEXARKANA","AR","TEXARKANA","33-22-02.8037N",33.36744547,"094-01-58.6302W",-94.03295283,"","","","",13000,"AGL",,"N","Y","","0800-SUNSET WEEKENDS AND OCCASIONAL WEEKDAYS","DRI","DE RIDDER","","","",""
"2026/02/19","PAR006","RZC","VORTAC",256,18,"RAZORBACK","AR","SILOAM SPRINGS","36-11-37.3164N",36.193699,"094-29-11.0222W",-94.48639505,"SLG","01170.1","A","",15000,"MSL",5,"Y","Y","","0700-2400 FRI-MON","JBR","JONESBORO","","","",""
"2026/02/19","PAR007","LIT","VORTAC",332,15,"LITTLE ROCK","AR","CAMP ROBINSON","34-54-29.2368N",34.90812133,"092-17-57.4770W",-92.29929916,"","","","ALL AMERICAN",3000,"MSL",,"N","Y","","MON-FRI 0600-0200 AND OCNL WKNDS.","JBR","JONESBORO","","","MILITARY",""
"2026/02/19","PAZ001","TFD","VORTAC",70,25,"STANFIELD","AZ","COOLIDGE","32-56-34.7845N",32.94299569,"111-25-06.3637W",-111.41843436,"P08","00662.","A","",17999,"MSL",15,"Y","Y","","DAILY","PRC","PRESCOTT","","","","HIGH ALT, FULL CANOPY, FREE FALL, AND LOW LEVEL MILITARY/CIVIL PARACHUTE JUMPING. LARGE MIL TRANSPORTS INVOF ARPT."
"2026/02/19","PAZ002","BZA","VORTAC",37,13,"BARD","AZ","YUMA","32-54-16.5264N",32.90459066,"114-24-10.2317W",-114.40284213,"","","","YUMA PROVING GROUND",40000,"MSL",1,"N","Y","","SUNRISE-SUNSET; MON-FRI","PRC","PRESCOTT","","","ACTIVE ARMY","3 DROP ZONES AT THIS LOCATION - GREEN; PHILLIPS; RED"
"2026/02/19","PAZ003","BZA","VORTAC",48,11.8,"BARD","AZ","YUMA","32-51-37.6954N",32.86047094,"114-23-48.0873W",-114.39669091,"LGF","00841.2","A","YUMA PROVING GROUND",25000,"MSL",5,"Y","Y","","CONTINUOUS 24HRS","PRC","PRESCOTT","","","",""
"2026/02/19","PAZ004","TUS","VORTAC",308,25,"TUCSON","AZ","MARNA","32-24-52.7523N",32.41465341,"111-13-52.4713W",-111.23124202,"AVQ","00813.","A","",17999,"MSL",15,"Y","Y","","CONTINUOUS","PRC","PRESCOTT","","","",""
"2026/02/19","PAZ005","FHU","VOR/DME",116.86,3.51,"LIBBY","AZ","SIERRA VISTA/FORT HUACHUCA","31-33-07.4535N",31.55207041,"110-18-08.6023W",-110.30238952,"","","","",8000,"MSL",0.25,"N","Y","","SATURDAY","PRC","PRESCOTT","","","ACTIVE ARMY",""
"2026/02/19","PAZ006","TUS","VORTAC",308,33,"TUCSON","AZ","MARANA","32-31-00.1392N",32.51670533,"111-19-58.6402W",-111.33295561,"MZJ","00728.","A","",25000,"MSL",15,"Y","Y","","CONTINUOUS","PRC","PRESCOTT","","","",""
"2026/02/19","PAZ007","TFD","VORTAC",94,17,"STANFIELD","AZ","ELOY","32-48-25.8691N",32.80718586,"111-35-08.1243W",-111.58559008,"E60","00672.54","A","",17999,"MSL",10,"Y","Y","","CONTINUOUS 24-HRS (CTC UNICOM FOR PAJA ADVISORIES) OTHER ALTITUDES BY NOTAM","PRC","PRESCOTT","","","",""
"2026/02/19","PAZ008","BXK","VORTAC",89,8,"BUCKEYE","AZ","BUCKEYE","33-25-23.9135N",33.4233093,"112-40-09.7330W",-112.66937027,"BXK","00640.3","A","",14000,"MSL",2,"Y","Y","","SR-2 HOURS AFTER SS DAILY","PRC","PRESCOTT","","","",""
"2026/02/19","PAZ009","EED","VORTAC",300,10,"NEEDLES","AZ","BULLHEAD CITY","34-53-02.2743N",34.88396508,"114-37-02.4809W",-114.6173558,"0AZ9","00640.53","A","",15000,"MSL",3,"Y","Y","","DAILY, 0645-1835","PRC","PRESCOTT","","","",""
"2026/02/19","PAZ012","DRK","VORTAC",72,22,"DRAKE","AZ","COTTONWOOD","34-43-38.5257N",34.72736825,"112-02-11.6838W",-112.03657883,"P52","00665.","A","",14000,"MSL",1,"Y","Y","","CONT.  DURING DLGHT HRS","PRC","PRESCOTT","","","",""
"2026/02/19","PAZ013","TFD","VORTAC",41,9,"STANFIELD","AZ","CASA GRANDE","32-58-34.3992N",32.976222,"111-45-58.7909W",-111.7663308,"CGZ","00642.9","A","",12000,"AGL",2,"Y","Y","","DAILY 0600-1700","PRC","PRESCOTT","CIVIL","","",""
"2026/02/19","PAZ014","IGM","VOR/DME",334,25,"KINGMAN","AZ","KINGMAN","35-40-12.4532N",35.67012588,"114-01-53.9887W",-114.03166352,"IGM","00716.","A","",12000,"MSL",5,"N","Y","","DAILY SR-SS.","PRC","PRESCOTT","CIVIL","","",""
"2026/02/19","PAZ015","TFD","VORTAC",127.47,17.71,"STANFIELD","AZ","ELOY","32-39-39.0874N",32.66085761,"111-40-53.4942W",-111.68152616,"AZ04","00672.6","A","",17999,"MSL",10,"Y","Y","","CONTINUOUS 24-HRS","PRC","PRESCOTT","JOINT","","",""
