"EFF_DATE","FACILITY_ID","FACILITY_TYPE","STATE_CODE","COUNTRY_CODE","RADAR_TYPE","RADAR_NO","RADAR_HRS","REMARK"
"2026/02/19","OAR","AIRPORT","CA","US","ASR",1,"24","(RADAR_TYPE) ASR-8 ANTENNA LOCATED MARINA MUNI (OAR), REMOTED TO MONTEREY PENINSULA (MRY).  ASR-8 SERVES MRY AND OAR."
"2026/02/19","OGG","AIRPORT","HI","US","ASR",1,"24",""
"2026/02/19","OKC","AIRPORT","OK","US","ASR",1,"24",""
"2026/02/19","OMA","AIRPORT","NE","US","ASR",1,"24",""
"2026/02/19","ONT","AIRPORT","CA","US","ASR",1,"24",""
"2026/02/19","ORD","AIRPORT","IL","US","ASR",2,"24",""
"2026/02/19","ORF","AIRPORT","VA","US","ASR",1,"24",""
"2026/02/19","P50","TRACON","AZ","US","ASR",1,"24",""
"2026/02/19","PAM","AIRPORT","FL","US","ASR",1,"24",""
"2026/02/19","PAM","AIRPORT","FL","US","PAR",2,"24",""
"2026/02/19","PBI","AIRPORT","FL","US","ASR",2,"24",""
"2026/02/19","PDX","AIRPORT","OR","US","ASR",2,"24",""
"2026/02/19","PHL","AIRPORT","PA","US","ASR",1,"24",""
"2026/02/19","PIA","AIRPORT","IL","US","ASR",2,"24",""
"2026/02/19","PIT","AIRPORT","PA","US","ASR",1,"24",""
"2026/02/19","PNS","AIRPORT","FL","US","ASR",1,"24",""
"2026/02/19","POB","AIRPORT","NC","US","PAR",1,"0600-0000",""
"2026/02/19","POE","AIRPORT","LA","US","ASR",1,"0800-0000 EXCEPT HOLS.",""
"2026/02/19","POE","AIRPORT","LA","US","PAR",2,"0800-0000 EXCEPT HOLS.",""
"2026/02/19","PSC","AIRPORT","WA","US","ASR",1,"0600-2200",""
"2026/02/19","PSM","AIRPORT","NH","US","PAR",1,"24",""
"2026/02/19","PSP","AIRPORT","CA","US","ASR",1,"0600-2300",""
"2026/02/19","PTK","AIRPORT","MI","US","ASR",1,"24",""
"2026/02/19","PUB","AIRPORT","CO","US","ASR",1,"0600-2200",""
"2026/02/19","PVD","AIRPORT","RI","US","ASR",1,"0600-0000",""
"2026/02/19","PWM","AIRPORT","ME","US","ASR",1,"16",""
"2026/02/19","RCA","AIRPORT","SD","US","ASR",2,"DIGITAL ASR NO-NOTAM MP: 0500-1100Z++ MON-FRI.","(RADAR_TYPE) DIGITAL ASR NO-NOTAM MP: 0500-1100Z++ MON-FRI."
"2026/02/19","RDG","AIRPORT","PA","US","ASR",2,"0600-0000",""
"2026/02/19","RDM","AIRPORT","OR","US","ASR",1,"0600-2200",""
"2026/02/19","RDR","AIRPORT","ND","US","ASR",1,"24; ASR NO NOTAM MP 0700-1200Z++ MON-FRI.",""
"2026/02/19","RDU","AIRPORT","NC","US","ASR",1,"24",""
"2026/02/19","RFD","AIRPORT","IL","US","ASR",1,"24",""
"2026/02/19","RIC","AIRPORT","VA","US","ASR",1,"24",""
"2026/02/19","RIV","AIRPORT","CA","US","ASR",1,"1500-0700Z++.  NO-NOTAM MP 0700-1500Z++ WED.",""
"2026/02/19","RNO","AIRPORT","NV","US","ASR",1,"24",""
"2026/02/19","ROA","AIRPORT","VA","US","ASR",1,"24",""
"2026/02/19","ROC","AIRPORT","NY","US","ASR",1,"24",""
"2026/02/19","ROW","AIRPORT","NM","US","ASR",1,"0600-2100",""
"2026/02/19","RST","AIRPORT","MN","US","ASR",1,"0500-2300",""
"2026/02/19","RSW","AIRPORT","FL","US","ASR",1,"0600-0000",""
"2026/02/19","S46","TRACON","WA","US","ASR",1,"24.",""
"2026/02/19","SAT","AIRPORT","TX","US","ASR",1,"24",""
"2026/02/19","SAV","AIRPORT","GA","US","ASR",1,"0600-0000",""
"2026/02/19","SAW","AIRPORT","MI","US","ASR",1,"24",""
"2026/02/19","SBA","AIRPORT","CA","US","ASR",1,"0600-2300",""
"2026/02/19","SBN","AIRPORT","IN","US","ASR",1,"0530-0000SUN-FRI 0530-2345 SAT.",""
"2026/02/19","SCK","AIRPORT","CA","US","ASR",2,"24",""
"2026/02/19","SCT","TRACON","CA","US","ASR",1,"24",""
"2026/02/19","SCT","TRACON","CA","US","ASR",2,"24",""
"2026/02/19","SCT","TRACON","CA","US","ASR",3,"24",""
"2026/02/19","SCT","TRACON","CA","US","ASR",4,"24",""
"2026/02/19","SCT","TRACON","CA","US","ASR",5,"24",""
"2026/02/19","SCT","TRACON","CA","US","ASR",6,"24",""
"2026/02/19","SCT","TRACON","CA","US","ASR",7,"24",""
"2026/02/19","SDF","AIRPORT","KY","US","ASR",1,"24",""
"2026/02/19","SEA","AIRPORT","WA","US","ASR",1,"24",""
"2026/02/19","SGF","AIRPORT","MO","US","ASR",2,"24",""
"2026/02/19","SHV","AIRPORT","LA","US","ASR",1,"24",""
"2026/02/19","SJT","AIRPORT","TX","US","ASR",1,"0600-0000",""
"2026/02/19","SJU","AIRPORT","PR","US","ASR",1,"24",""
"2026/02/19","SLC","AIRPORT","UT","US","ASR",1,"0700-2200",""
"2026/02/19","SLI","AIRPORT","CA","US","ASR",1,"1500-0000Z++ FRI-SUN; 1500-0600Z++ MON-THU; CLSD ALL FEDERAL HOL.  EXP CLOSURE OR RDCD SVC PER NOTAM.",""
"2026/02/19","SLI","AIRPORT","CA","US","PAR",2,"1500-0000Z++ FRI-SUN; 1500-0600Z++ MON-THU; CLSD ALL FEDERAL HOL.  EXP CLOSURE OR RDCD SVC PER NOTAM.",""
"2026/02/19","SPI","AIRPORT","IL","US","ASR",1,"0600-2200",""
"2026/02/19","SPS","AIRPORT","TX","US","ASR",1,"1200-0200Z++",""
"2026/02/19","SRQ","AIRPORT","FL","US","ASR",1,"24",""
"2026/02/19","SSC","AIRPORT","SC","US","ASR",1,"24","(RADAR_TYPE) NO-NOTAM MP: 0400-1100Z++ TUE-FRI DLY (1500/3+1)."
"2026/02/19","STJ","AIRPORT","MO","US","ASR",1,"24",""
"2026/02/19","STJ","AIRPORT","MO","US","PAR",2,"24",""
"2026/02/19","STL","AIRPORT","MO","US","ASR",1,"24",""
"2026/02/19","STT","AIRPORT","VI","US","ASR",1,"24",""
"2026/02/19","SUU","AIRPORT","CA","US","ASR",1,"24","(RADAR_TYPE) COMM/NAV/WEATHER REMARKS: ASR-11/DASR - NO-NOTAM MP 0701-1300Z++ MON THRU FRI. ILS/RADAR-RADAR:  RADAR COVERAGE LTD IN AREA BOUNDED BY SUU075/004, SUU115/013, SUU157/011, SUU185/003. TFC ADZY MAY NOT BE AVBL TO NON-TRANSPONDER EQPT ACFT. "
"2026/02/19","SUX","AIRPORT","IA","US","ASR",2,"0600-2130",""
"2026/02/19","SWF","AIRPORT","NY","US","ASR",1,"24",""
"2026/02/19","SYR","AIRPORT","NY","US","ASR",1,"24",""
"2026/02/19","SZL","AIRPORT","MO","US","ASR",1,"MON THRU FRI 1300Z-0500Z++; SAT-SUN 1400-2300Z++ CLSD HOL.","(RADAR_TYPE) ASR: NO-NOTAM MP 0700-1300Z++ MON, TUE."
"2026/02/19","TIK","AIRPORT","OK","US","PAR",1,"UNK",""
"2026/02/19","TLH","AIRPORT","FL","US","ASR",1,"0600-2300",""
"2026/02/19","TNCM","AIRPORT","","AN","ASR",1,"1200-2359Z UTC-4",""
"2026/02/19","TOL","AIRPORT","OH","US","ASR",1,"24",""
"2026/02/19","TPA","AIRPORT","FL","US","ASR",1,"24",""
"2026/02/19","TRI","AIRPORT","TN","US","ASR",1,"0600-2400",""
"2026/02/19","TUL","AIRPORT","OK","US","ASR",1,"24",""
"2026/02/19","TYS","AIRPORT","TN","US","ASR",1,"24",""
"2026/02/19","UAM","AIRPORT","GU","US","ASR",1,"24",""
"2026/02/19","VAD","AIRPORT","GA","US","ASR",1,"1000-0500Z MON-FRI 1200-2000Z SAT/SUN/FED HOL.  NO-NOTAM MP: 0700-1130Z MON-FRI, 2300-1300Z SAT.",""
"2026/02/19","VAD","AIRPORT","GA","US","PAR",2,"1000-0500Z MON-FRI 1200-2000Z SAT/SUN/FED HOL.  NO-NOTAM MP: 0700-1130Z MON-FRI, 2300-1300Z SAT.",""
"2026/02/19","VPS","AIRPORT","FL","US","ASR",1,"DASR 0900-1200Z++ TUE",""
"2026/02/19","VUJ","AIRPORT","NC","US","ASR",1,"1300-0300Z++ TUES-SAT OR BY NOTAM.",""
"2026/02/19","VUJ","AIRPORT","NC","US","PAR",2,"PAR APCH RSTD TO VFR COND ONLY, RQR 24 HR ADVANCE REQ THRU 235ATCS/ATM C704-422-2551 OR C704-763-4633 AFTER DUTY HR. 1300-0300Z++ TUES-SAT OR BY NOTAM.",""
"2026/02/19","WRB","AIRPORT","GA","US","ASR",1,"RADAR - SEE TERMINAL FLIP FOR RADAR MINIMA.  MON,FRI 1300-2100Z++, TUE 1500-2300Z++, WED,THU 1900-0300Z++.",""
"2026/02/19","WRI","AIRPORT","NJ","US","ASR",1,"24",""
"2026/02/19","WRI","AIRPORT","NJ","US","PAR",2,"PAR  APCH DLY FR 1100-0300Z++ CONTINGENT UPON PAR CONTROLLER.  ",""
"2026/02/19","YKM","AIRPORT","WA","US","ASR",1,"0600-2200",""
"2026/02/19","YNG","AIRPORT","OH","US","ASR",1,"0600-0000",""
