"EFF_DATE","SITE_NO","SITE_TYPE_CODE","FACILITY_TYPE","STATE_CODE","FACILITY_ID","CITY","COUNTRY_CODE","ICAO_ID","FACILITY_NAME","REGION_CODE","TWR_OPERATOR_CODE","TWR_CALL","TWR_HRS","PRIMARY_APCH_RADIO_CALL","APCH_P_PROVIDER","APCH_P_PROV_TYPE_CD","SECONDARY_APCH_RADIO_CALL","APCH_S_PROVIDER","APCH_S_PROV_TYPE_CD","PRIMARY_DEP_RADIO_CALL","DEP_P_PROVIDER","DEP_P_PROV_TYPE_CD","SECONDARY_DEP_RADIO_CALL","DEP_S_PROVIDER","DEP_S_PROV_TYPE_CD","CTL_FAC_APCH_DEP_CALLS","APCH_DEP_OPER_CODE","CTL_PRVDING_HRS","SECONDARY_CTL_PRVDING_HRS"
"2026/02/19","24226.1","A","NON-ATCT","TX","00R","LIVINGSTON","US","","LIVINGSTON MUNI","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","12385.2","A","NON-ATCT","MT","00U","HARDIN","US","","BIG HORN COUNTY","ANM","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","00233.","A","NON-ATCT","AL","02A","CLANTON","US","","CHILTON COUNTY","ASO","","","","MONTGOMERY","MGM","A","ATLANTA ARTCC","ZTL","C","MONTGOMERY","MGM","A","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","17881.","A","NON-ATCT","OH","02G","EAST LIVERPOOL","US","","COLUMBIANA COUNTY","AGL","","","","PITTSBURGH","PIT","A","","","","PITTSBURGH","PIT","A","","","","","","",""
"2026/02/19","11919.11","A","NON-ATCT","MO","03D","MEMPHIS","US","","MEMPHIS MEML","ACE","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","18744.","A","NON-ATCT","OH","04G","YOUNGSTOWN","US","","LANSDOWNE","AGL","","","","YOUNGSTOWN","YNG","A","CLEVELAND ARTCC","ZOB","C","YOUNGSTOWN","YNG","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","10739.01","A","NON-ATCT","MN","04W","HINCKLEY","US","","FIELD OF DREAMS","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","10734.8","A","NON-ATCT","MN","04Y","HAWLEY","US","","HAWLEY MUNI","AGL","","","","FARGO","FAR","A","","","","FARGO","FAR","A","","","","","","",""
"2026/02/19","05327.","A","NON-ATCT","IN","05C","GRIFFITH","US","","GRIFFITH-MERRILLVILLE","AGL","","","","CHICAGO","C90","T","","","","CHICAGO","C90","T","","","","","","",""
"2026/02/19","17433.7","A","NON-ATCT","ND","05D","NEW TOWN","US","","NEW TOWN MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","50610.82","A","NON-ATCT","AK","05K","PORT ALSWORTH","US","PAKX","WILDER RUNWAY","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","13054.","A","NON-ATCT","NV","05U","EUREKA","US","","EUREKA","AWP","","","","","","","","","","","","","","","","","","",""
"2026/02/19","00561.","A","NON-ATCT","AL","06A","TUSKEGEE","US","","MOTON FLD MUNI","ASO","","","","ATLANTA","A80","T","ATLANTA ARTCC","ZTL","C","ATLANTA","A80","T","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","17454.","A","NON-ATCT","ND","06D","ROLLA","US","","ROLLA MUNI/LEONARD KRECH FLD","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","03258.721","A","ATCT","FL","06FA","JUPITER","US","","WILLIAM P GWINN","ASO","P","GWINN","0800-1600 MON-FRI.","PALM BEACH","PBI","A","","","","PALM BEACH","PBI","A","","","","","","",""
"2026/02/19","15684.","A","NON-ATCT","NY","06N","MIDDLETOWN","US","","RANDALL","AEA","","","","NEW YORK","N90","T","","","","NEW YORK","N90","T","","","","","","",""
"2026/02/19","00565.","A","NON-ATCT","AL","07A","UNION SPRINGS","US","","FRANKLIN FLD","ASO","","","","MONTGOMERY","MGM","A","ATLANTA ARTCC","ZTL","C","MONTGOMERY","MGM","A","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","23948.","A","NON-ATCT","TX","07F","GLADEWATER","US","","GLADEWATER MUNI","ASW","","","","LONGVIEW","GGG","A","FORT WORTH ARTCC","ZFW","C","LONGVIEW","GGG","A","FORT WORTH ARTCC","ZFW","C","","","",""
"2026/02/19","12671.2","A","NON-ATCT","NE","07K","CENTRAL CITY","US","","CENTRAL CITY MUNI/LARRY REINEKE FLD","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","12375.1","A","NON-ATCT","MT","07MT","GLASGOW","US","","GLASGOW INDUSTRIAL","ANM","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","00590.","A","NON-ATCT","AL","08A","WETUMPKA","US","","WETUMPKA MUNI","ASO","","","","MONTGOMERY","MGM","A","ATLANTA ARTCC","ZTL","C","MONTGOMERY","MGM","A","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","17463.01","A","NON-ATCT","ND","08D","STANLEY","US","","STANLEY MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","12753.","A","NON-ATCT","NE","08K","HARVARD","US","","HARVARD STATE","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","08662.02","H","NON-ATCT","MD","08MD","TOWSON","US","","ST JOSEPH HOSPITAL","AEA","","","","POTOMAC","PCT","T","","","","POTOMAC","PCT","T","","","","","","",""
"2026/02/19","20736.","A","NON-ATCT","PA","08N","LEBANON","US","","KELLER BROTHERS","AEA","","","","HARRISBURG","MDT","A","","","","HARRISBURG","MDT","A","","","","","","",""
"2026/02/19","13356.05","H","NON-ATCT","NH","08NH","NORTH CONWAY","US","","MEML HOSPITAL","ANE","","","","BOSTON ARTCC","ZBW","C","","","","BOSTON ARTCC","ZBW","C","","","","","","",""
"2026/02/19","00199.1","A","NON-ATCT","AL","09A","BUTLER","US","","BUTLER/CHOCTAW COUNTY","ASO","","","","MERIDIAN","NMM","A","ATLANTA ARTCC","ZTL","C","MERIDIAN","NMM","A","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","03855.4","A","NON-ATCT","GA","09J","JEKYLL ISLAND","US","","JEKYLL ISLAND","ASO","","","","JACKSONVILLE ARTCC","ZJX","C","","","","JACKSONVILLE ARTCC","ZJX","C","","","","","","",""
"2026/02/19","23187.2","A","NON-ATCT","TN","0A3","SMITHVILLE","US","","SMITHVILLE MUNI","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","00218.7","A","NON-ATCT","AL","0A8","CENTREVILLE","US","","BIBB COUNTY","ASO","","","","ATLANTA ARTCC","ZTL","C","","","","ATLANTA ARTCC","ZTL","C","","","","","","",""
"2026/02/19","22960.2","A","NON-ATCT","TN","0A9","ELIZABETHTON","US","","WILLIAM B GREENE JR RGNL","ASO","","","","TRI CITY","TRI","A","ATLANTA ARTCC","ZTL","C","TRI CITY","TRI","A","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","50222.","A","NON-ATCT","AK","0AA4","FAREWELL","US","","FAREWELL","AAL","","","","ANCHORAGE ARTCC","ZAN","C","","","","ANCHORAGE ARTCC","ZAN","C","","","","","","",""
"2026/02/19","07840.","A","NON-ATCT","ME","0B1","BETHEL","US","","BETHEL RGNL","ANE","","","","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","PORTLAND","PWM","A","BOSTON ARTCC","ZBW","C","","","",""
"2026/02/19","12752.4","A","NON-ATCT","NE","0B4","HARTINGTON","US","","HARTINGTON MUNI/BUD BECKER FLD","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","09090.","A","NON-ATCT","MA","0B5","MONTAGUE","US","","TURNERS FALLS","ANE","","","","BOSTON ARTCC","ZBW","C","","","","BOSTON ARTCC","ZBW","C","","","","","","",""
"2026/02/19","15242.","A","NON-ATCT","NY","0B8","FISHERS ISLAND","US","","ELIZABETH FLD","AEA","","","","PROVIDENCE","PVD","A","BOSTON ARTCC","ZBW","C","PROVIDENCE","PVD","A","BOSTON ARTCC","ZBW","C","","","",""
"2026/02/19","12878.1","A","NON-ATCT","NE","0C4","PENDER","US","","PENDER MUNI","ACE","","","","SIOUX CITY","SUX","A","MINNEAPOLIS ARTCC","ZMP","C","SIOUX CITY","SUX","A","MINNEAPOLIS ARTCC","ZMP","C","","","",""
"2026/02/19","22686.8","A","NON-ATCT","SD","0D8","GETTYSBURG","US","","GETTYSBURG MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","14665.32","A","NON-ATCT","NM","0E0","MORIARTY","US","","MORIARTY MUNI","ASW","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","","","",""
"2026/02/19","23469.2","A","NON-ATCT","TX","0F2","BOWIE","US","","BOWIE MUNI","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","12805.22","A","NON-ATCT","NE","0F4","LOUP CITY","US","","LOUP CITY MUNI","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","12944.01","A","NON-ATCT","NE","0G3","TECUMSEH","US","","TECUMSEH MUNI","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","17653.1","A","NON-ATCT","OH","0G6","BRYAN","US","","WILLIAMS COUNTY","AGL","","","","TOLEDO","TOL","A","","","","TOLEDO","TOL","A","","","","","","",""
"2026/02/19","16144.","A","NON-ATCT","NY","0G7","SENECA FALLS","US","","FINGER LAKES RGNL","AEA","","","","ELMIRA","ELM","A","NEW YORK ARTCC","ZNY","C","SYRACUSE","SYR","A","","","","","","",""
"2026/02/19","06948.51","A","NON-ATCT","KS","0H1","WAKEENEY","US","","TREGO WAKEENEY","ACE","","","","DENVER ARTCC","ZDV","C","","","","DENVER ARTCC","ZDV","C","","","","","","",""
"2026/02/19","05140.11","A","NON-ATCT","IN","0I2","BRAZIL","US","","BRAZIL CLAY COUNTY/CHARLES B HALL FLD","AGL","","","","HULMAN","HUF","A","","","","HULMAN","HUF","A","","","","","","",""
"2026/02/19","07097.","A","NON-ATCT","KY","0I8","CYNTHIANA","US","","CYNTHIANA-HARRISON COUNTY","ASO","","","","LEXINGTON","LEX","A","","","","LEXINGTON","LEX","A","","","","","","",""
"2026/02/19","00308.5","A","NON-ATCT","AL","0J4","FLORALA","US","","FLORALA MUNI","ASO","","","","CAIRNS","OZR","A","","","","CAIRNS","OZR","A","","","","","","",""
"2026/02/19","00954.1","A","NON-ATCT","AR","0M0","DUMAS","US","","BILLY FREE MUNI","ASW","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","23006.","A","NON-ATCT","TN","0M3","HOHENWALD","US","","PAUL BRIDGES FLD","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","22890.1","A","NON-ATCT","TN","0M4","CAMDEN","US","","BENTON COUNTY","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","23240.1","A","NON-ATCT","TN","0M5","WAVERLY","US","","HUMPHREYS COUNTY","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","08456.012","H","NON-ATCT","MD","0MD3","BALTIMORE","US","","JOHNS HOPKINS HOSPITAL","AEA","","","","POTOMAC","PCT","T","","","","POTOMAC","PCT","T","","","","","","",""
"2026/02/19","17066.1","H","NON-ATCT","NC","0NC5","ROCKY MOUNT","US","","NASH GENERAL HOSPITAL","ASO","","","","","","","","","","","","","","","","","","",""
"2026/02/19","18394.02","A","NON-ATCT","OH","0OH8","PIQUA","US","","FRY","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","21427.","H","NON-ATCT","PA","0PA8","SCRANTON","US","","GEISINGER COMMUNITY MEDICAL CENTER NAP","AEA","","","","WILKES-BARRE","AVP","A","","","","WILKES-BARRE","AVP","A","","","","","","",""
"2026/02/19","20355.06","H","NON-ATCT","PA","0PS8","ERIE","US","","UPMC HAMOT BAYFRONT GARAGE","AEA","","","","BUFFALO","BUF","A","CLEVELAND ARTCC","ZOB","C","BUFFALO","BUF","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","11191.","A","NON-ATCT","MS","0R0","COLUMBIA","US","","COLUMBIA/MARION COUNTY","ASO","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","00140.1","A","NON-ATCT","AL","0R1","ATMORE","US","","ATMORE MUNI","ASO","","","","PENSACOLA","P31","T","","","","PENSACOLA","P31","T","","","","","","",""
"2026/02/19","07764.1","A","NON-ATCT","LA","0R4","VIDALIA","US","","CONCORDIA PARISH","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","07793.","A","NON-ATCT","LA","0R5","WINNFIELD","US","","DAVID G JOYCE","ASW","","","","POLK","POE","A","","","","POLK","POE","A","","","","","","",""
"2026/02/19","07477.2","A","NON-ATCT","LA","0R7","COUSHATTA","US","","THE RED RIVER","ASW","","","","POLK","POE","A","","","","POLK","POE","A","","","","","","",""
"2026/02/19","23965.31","A","NON-ATCT","TX","0TX1","GRANBURY","US","","PECAN PLANTATION","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","04255.","A","NON-ATCT","ID","0U9","MIDVALE","US","","LEE WILLIAMS MEML","ANM","","","","","","","","","","","","","","","","","","",""
"2026/02/19","12817.","A","NON-ATCT","NE","0V3","MINDEN","US","","PIONEER VILLAGE FLD","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","25658.13","A","NON-ATCT","VA","0V4","BROOKNEAL","US","","BROOKNEAL/CAMPBELL COUNTY","AEA","","","","ROANOKE","ROA","A","","","","ROANOKE","ROA","A","","","","","","",""
"2026/02/19","25836.4","A","NON-ATCT","VA","0VG","JONESVILLE","US","","LEE COUNTY","AEA","","","","ATLANTA ARTCC","ZTL","C","","","","ATLANTA ARTCC","ZTL","C","","","","","","",""
"2026/02/19","08491.","A","NON-ATCT","MD","0W3","CHURCHVILLE","US","","HARFORD COUNTY","AEA","","","","POTOMAC","PCT","T","","","","POTOMAC","PCT","T","","","","","","",""
"2026/02/19","23906.01","A","NON-ATCT","TX","0XA4","FREER","US","","SEVEN C'S RANCH","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","23543.51","A","NON-ATCT","TX","0XA5","CAMPBELLTON","US","","74 RANCH","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","04715.","A","NON-ATCT","IL","10C","GREENWOOD/WONDER LAKE","US","","GALT FLD","AGL","","","","CHICAGO","C90","T","","","","CHICAGO","C90","T","","","","","","",""
"2026/02/19","18205.1","A","NON-ATCT","OH","10G","MILLERSBURG","US","","HOLMES COUNTY","AGL","","","","INDIANAPOLIS ARTCC","ZID","C","","","","INDIANAPOLIS ARTCC","ZID","C","","","","","","",""
"2026/02/19","08084.26","H","NON-ATCT","ME","10ME","LINCOLN","US","","PVH","ANE","","","","BOSTON ARTCC","ZBW","C","","","","BOSTON ARTCC","ZBW","C","","","","","","",""
"2026/02/19","13106.","A","NON-ATCT","NV","10U","OWYHEE","US","","OWYHEE","AWP","","","","SALT LAKE ARTCC","ZLC","C","","","","SALT LAKE ARTCC","ZLC","C","","","","","","",""
"2026/02/19","00234.","A","NON-ATCT","AL","11A","CLAYTON","US","","CLAYTON MUNI","ASO","","","","CAIRNS","OZR","A","ATLANTA ARTCC","ZTL","C","CAIRNS","OZR","A","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","18642.21","H","NON-ATCT","OH","11OH","WASHINGTON COURT HOUSE","US","","FAYETTE COUNTY MEML HOSPITAL","AGL","","","","COLUMBUS","CMH","A","","","","COLUMBUS","CMH","A","","","","","","",""
"2026/02/19","23485.1","A","NON-ATCT","TX","11R","BRENHAM","US","","BRENHAM MUNI","ASW","","","","HOUSTON","I90","T","","","","HOUSTON","I90","T","","","","","","",""
"2026/02/19","11028.4","A","NON-ATCT","MN","12D","TOWER","US","","TOWER MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","18496.","A","NON-ATCT","OH","12G","SHELBY","US","","SHELBY COMMUNITY","AGL","","","","CLEVELAND","CLE","A","CLEVELAND ARTCC","ZOB","C","CLEVELAND","CLE","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","00186.","A","NON-ATCT","AL","12J","BREWTON","US","","BREWTON MUNI","ASO","","","","PENSACOLA","P31","T","","","","PENSACOLA","P31","T","","","","","","",""
"2026/02/19","12940.","A","NON-ATCT","NE","12K","SUPERIOR","US","","SUPERIOR MUNI","ACE","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","13478.1","A","NON-ATCT","NJ","12N","ANDOVER","US","","AEROFLEX/ANDOVER","AEA","","","","NEWARK","PHL","A","","","","NEWARK","PHL","A","","","","","","",""
"2026/02/19","17834.01","H","NON-ATCT","OH","12OA","DEFIANCE","US","","DEFIANCE RGNL MEDICAL CENTER","AGL","","","","TOLEDO","TOL","A","","","","TOLEDO","TOL","A","","","","","","",""
"2026/02/19","26752.","A","NON-ATCT","WV","12V","MILTON","US","","ONA AIRPARK","AEA","","","","HUNTINGTON","HTS","A","CHARLESTON","CRW","A","HUNTINGTON","HTS","A","CHARLESTON","CRW","A","","","",""
"2026/02/19","10005.","A","NON-ATCT","MI","13C","LAKEVIEW","US","","LAKEVIEW/GRIFFITH FLD","AGL","","","","GREAT LAKES","AZO","A","CHICAGO ARTCC","ZAU","C","GREAT LAKES","AZO","A","CHICAGO ARTCC","ZAU","C","","","",""
"2026/02/19","06589.","A","NON-ATCT","KS","13K","EUREKA","US","","LT WILLIAM M MILLIKEN","ACE","","","","KANSAS CITY ARTCC","ZKC","C","","","","KANSAS CITY ARTCC","ZKC","C","","","","","","",""
"2026/02/19","17024.","A","ATCT","NC","13NC","POLLOCKSVILLE","US","","OAK GROVE MCOLF","ASO","N","OAK GROVE","BY NOTAM","CHERRY POINT","NKT","A","","","","CHERRY POINT","NKT","A","","","","","","",""
"2026/02/19","21590.01","A","NON-ATCT","PA","13PA","TIDIOUTE","US","","RIGRTONA","AEA","","","","BUFFALO","BUF","A","CLEVELAND ARTCC","ZOB","C","BUFFALO","BUF","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","16929.11","A","NON-ATCT","NC","14A","MOORESVILLE","US","","LAKE NORMAN AIRPARK","ASO","","","","CHARLOTTE","CLT","A","","","","CHARLOTTE","CLT","A","","","","","","",""
"2026/02/19","17932.1","A","NON-ATCT","OH","14G","FREMONT","US","","FREMONT","AGL","","","","TOLEDO","TOL","A","","","","TOLEDO","TOL","A","","","","","","",""
"2026/02/19","24602.","A","NON-ATCT","TX","14TS","REALITOS","US","","O S WYATT","ASW","","","","HOUSTON ARTCC","ZHU","C","","","","HOUSTON ARTCC","ZHU","C","","","","","","",""
"2026/02/19","10797.3","A","NON-ATCT","MN","14Y","LONG PRAIRIE","US","","TODD FLD","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","24015.12","A","NON-ATCT","TX","15F","HASKELL","US","","HASKELL MUNI","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","03611.","A","NON-ATCT","GA","15J","ADEL","US","","COOK COUNTY","ASO","","","","VALDOSTA","VAD","A","JACKSONVILLE ARTCC","ZJX","C","VALDOSTA","VAD","A","JACKSONVILLE ARTCC","ZJX","C","","","",""
"2026/02/19","11276.","A","NON-ATCT","MS","15M","IUKA","US","","SEGARS FLD","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","10903.","A","NON-ATCT","MN","16D","PERHAM","US","","PERHAM MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","18565.","A","NON-ATCT","OH","16G","TIFFIN","US","","SENECA COUNTY","AGL","","","","TOLEDO","TOL","A","","","","TOLEDO","TOL","A","","","","","","",""
"2026/02/19","03756.","A","NON-ATCT","GA","16J","DAWSON","US","","DAWSON MUNI","ASO","","","","JACKSONVILLE ARTCC","ZJX","C","","","","JACKSONVILLE ARTCC","ZJX","C","","","","","","",""
"2026/02/19","08221.16","H","NON-ATCT","ME","16ME","PRESQUE ISLE","US","","AR GOULD HOSPITAL","ANE","","","","BOSTON ARTCC","ZBW","C","","","","BOSTON ARTCC","ZBW","C","","","","","","",""
"2026/02/19","17656.","A","NON-ATCT","OH","17G","BUCYRUS","US","","PORT BUCYRUS/CRAWFORD COUNTY","AGL","","","","CLEVELAND","CLE","A","CLEVELAND ARTCC","ZOB","C","CLEVELAND","CLE","A","CLEVELAND ARTCC","ZOB","C","","","",""
"2026/02/19","03758.","A","NON-ATCT","GA","17J","DONALSONVILLE","US","","DONALSONVILLE MUNI","ASO","","","","CAIRNS","OZR","A","JACKSONVILLE ARTCC","ZJX","C","CAIRNS","OZR","A","JACKSONVILLE ARTCC","ZJX","C","","","",""
"2026/02/19","18825.","A","NON-ATCT","OK","17K","BOISE CITY","US","","BOISE CITY","ASW","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","ALBUQUERQUE ARTCC","ZAB","C","","","","","","",""
"2026/02/19","11324.2","A","NON-ATCT","MS","17M","MAGEE","US","","MAGEE MUNI","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","13640.1","A","NON-ATCT","NJ","17N","CROSS KEYS","US","","CROSS KEYS","AEA","","","","PHILADELPHIA","PHL","A","","","","PHILADELPHIA","PHL","A","","","","","","",""
"2026/02/19","23781.1","A","NON-ATCT","TX","17XS","DUBLIN","US","","QUAHADI RANCH","ASW","","","","FORT WORTH ARTCC","ZFW","C","","","","FORT WORTH ARTCC","ZFW","C","","","","","","",""
"2026/02/19","03703.6","A","NON-ATCT","GA","18A","CANON","US","","FRANKLIN-HART","ASO","","","","ATLANTA ARTCC","ZTL","C","","","","ATLANTA ARTCC","ZTL","C","","","","","","",""
"2026/02/19","07339.","A","NON-ATCT","KY","18I","PINE KNOT","US","","MC CREARY COUNTY","ASO","","","","INDIANAPOLIS ARTCC","ZID","C","","","","INDIANAPOLIS ARTCC","ZID","C","","","","","","",""
"2026/02/19","11299.51","A","NON-ATCT","MS","19M","LEXINGTON","US","","C A MOORE","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","13536.","A","NON-ATCT","NJ","19N","BERLIN","US","","PINE VALLEY","AEA","","","","MC GUIRE","WRI","A","","","","MC GUIRE","WRI","A","","","","","","",""
"2026/02/19","22925.","A","NON-ATCT","TN","1A3","COPPERHILL","US","","MARTIN CAMPBELL FLD","ASO","","","","ATLANTA ARTCC","ZTL","C","","","","ATLANTA ARTCC","ZTL","C","","","","","","",""
"2026/02/19","16731.1","A","NON-ATCT","NC","1A5","FRANKLIN","US","","MACON COUNTY","ASO","","","","ATLANTA ARTCC","ZTL","C","","","","ATLANTA ARTCC","ZTL","C","","","","","","",""
"2026/02/19","07274.","A","NON-ATCT","KY","1A6","MIDDLESBORO","US","","MIDDLESBORO/BELL COUNTY","ASO","","","","INDIANAPOLIS ARTCC","ZID","C","","","","INDIANAPOLIS ARTCC","ZID","C","","","","","","",""
"2026/02/19","22976.8","A","NON-ATCT","TN","1A7","GAINESBORO","US","","JACKSON COUNTY","ASO","","","","MEMPHIS ARTCC","ZME","C","","","","MEMPHIS ARTCC","ZME","C","","","","","","",""
"2026/02/19","00481.91","A","NON-ATCT","AL","1A9","PRATTVILLE","US","","PRATTVILLE/GROUBY FLD","ASO","","","","MONTGOMERY","MGM","A","ATLANTA ARTCC","ZTL","C","MONTGOMERY","MGM","A","ATLANTA ARTCC","ZTL","C","","","",""
"2026/02/19","07939.","A","NON-ATCT","ME","1B0","DEXTER","US","","DEXTER RGNL","ANE","","","","BANGOR","BGR","A","","","","BANGOR","BGR","A","","","","","","",""
"2026/02/19","15457.1","A","NON-ATCT","NY","1B1","HUDSON","US","","COLUMBIA COUNTY","AEA","","","","ALBANY","ALB","A","","","","ALBANY","ALB","A","","","","","","",""
"2026/02/19","08894.","A","NON-ATCT","MA","1B2","EDGARTOWN","US","","KATAMA AIRPARK","ANE","","","","BOSTON","A90","T","","","","BOSTON","A90","T","","","","","","",""
"2026/02/19","08977.","A","NON-ATCT","MA","1B6","HOPEDALE","US","","HOPEDALE INDUSTRIAL PARK","ANE","","","","BRADLEY","Y90","T","","","","BRADLEY","Y90","T","","","","","","",""
"2026/02/19","09054.","A","NON-ATCT","MA","1B9","MANSFIELD","US","","MANSFIELD MUNI","ANE","","","","BOSTON","A90","T","","","","BOSTON","A90","T","","","","","","",""
"2026/02/19","04933.51","A","NON-ATCT","IL","1C1","PAXTON","US","","PAXTON","AGL","","","","CHAMPAIGN","CMI","A","CHICAGO ARTCC","ZAU","C","CHAMPAIGN","CMI","A","CHICAGO ARTCC","ZAU","C","","","",""
"2026/02/19","04444.","A","NON-ATCT","IL","1C5","BOLINGBROOK","US","","BOLINGBROOK'S CLOW INTL","AGL","","","","CHICAGO","C90","T","","","","CHICAGO","C90","T","","","","","","",""
"2026/02/19","22736.","A","NON-ATCT","SD","1D1","MILBANK","US","","MILBANK MUNI","AGL","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","MINNEAPOLIS ARTCC","ZMP","C","","","","","","",""
"2026/02/19","10228.","A","NON-ATCT","MI","1D2","PLYMOUTH","US","","CANTON-PLYMOUTH-METTETAL","AGL","","","","DETROIT","D21","T","","","","DETROIT","D21","T","","","","","","",""
