"EFF_DATE","COMM_LOC_ID","COMM_TYPE","NAV_ID","NAV_TYPE","CITY","STATE_CODE","REGION_CODE","COUNTRY_CODE","COMM_OUTLET_NAME","LAT_DEG","LAT_MIN","LAT_SEC","LAT_HEMIS","LAT_DECIMAL","LONG_DEG","LONG_MIN","LONG_SEC","LONG_HEMIS","LONG_DECIMAL","FACILITY_ID","FACILITY_NAME","ALT_FSS_ID","ALT_FSS_NAME","OPR_HRS","COMM_STATUS_CODE","COMM_STATUS_DATE","REMARK"
"2026/02/19","05U","RCO","","","EUREKA","NV","AWP","US","EUREKA",39,28,46.7,"N",39.47963888,115,59,30.2,"W",-115.99172222,"RNO","RENO","","","24","A","2020/04/24",""
"2026/02/19","06D","RCO","","","ROLLA","ND","AGL","US","ROLLA",48,56,12,"N",48.93666666,99,56,41,"W",-99.94472222,"GFK","GRAND FORKS","","","24","A","",""
"2026/02/19","06U","RCO","","","JACKPOT","NV","AWP","US","JACKPOT",41,58,45.6,"N",41.97933333,114,40,15,"W",-114.67083333,"RNO","RENO","","","24","A","1979/12/11",""
"2026/02/19","0I4","RCO","","","FORT DRUM","FL","ASO","US","FORT DRUM",27,33,0,"N",27.55,80,48,0,"W",-80.8,"PIE","SAINT PETERSBURG","","","24","A","2001/12/20",""
"2026/02/19","1AA","RCO","","","JUMP-OFF-JOE","WA","ANM","US","JUMP-OFF-JOE",46,6,14.5,"N",46.10402777,119,7,55,"W",-119.13194444,"SEA","SEATTLE","","","24","A","1981/12/18",""
"2026/02/19","1B9","RCO","","","MANSFIELD","MA","ANE","US","MANSFIELD",42,0,15,"N",42.00416666,71,12,8,"W",-71.20222222,"BDR","BRIDGEPORT","","","24","A","",""
"2026/02/19","1BL","RCO","","","BLISS","ID","ANM","US","BLISS",42,54,59.6,"N",42.91655555,114,47,3.2,"W",-114.78422222,"BOI","BOISE","","","24","A","",""
"2026/02/19","1CC","RCO","","","THOMPSON PASS","AK","AAL","US","THOMPSON PASS",61,2,19.1,"N",61.03863888,145,58,56.3,"W",-145.98230555,"JNU","JUNEAU","","","24","A","1990/01/23",""
"2026/02/19","1CD","RCO","","","BADGER MOUNTAIN","CO","ANM","US","BADGER MOUNTAIN",39,2,56,"N",39.04888888,105,30,44,"W",-105.51222222,"DEN","DENVER","","","24","A","1980/10/30",""
"2026/02/19","1CE","RCO","","","OLYMPIA","WA","ANM","US","BUCKHORN MTN",46,32,29.4,"N",46.5415,123,1,16.5,"W",-123.02125,"SEA","SEATTLE","","","24","A","1985/03/27",""
"2026/02/19","1CG","RCO","","","YAKUTAT","AK","AAL","US","ALSEK",59,19,33,"N",59.32583333,138,53,6.2,"W",-138.88505555,"JNU","JUNEAU","","","24","A","1979/09/12",""
"2026/02/19","1CO","RCO","","","COALTON","WV","AEA","US","COALTON",38,52,21,"N",38.8725,79,55,38,"W",-79.92722222,"EKN","ELKINS","","","24","A","2020/04/03",""
"2026/02/19","1HR","RCO","","","HOOD RIVER","WA","ANM","US","HOOD RIVER",45,44,5.13,"N",45.73475833,121,40,43.37,"W",-121.67871388,"MMV","MC MINNVILLE","","","24","A","2023/10/18",""
"2026/02/19","1PB","RCO","","","PEARBLOSSOM","CA","AWP","US","PEARBLOSSOM",34,28,11,"N",34.46972222,117,52,49,"W",-117.88027777,"RAL","RIVERSIDE","","","24","A","2020/08/25",""
"2026/02/19","1PI","RCO","","","PICO DEL ESTE","PR","ASO","US","PICO DEL ESTE",18,16,5,"N",18.26805555,65,45,29,"W",-65.75805555,"SJU","SAN JUAN","","","24","A","2020/04/06",""
"2026/02/19","1SH","RCO","","","SOCIAL HILL","AR","ASW","US","SOCIAL HILL",34,17,45,"N",34.29583333,92,57,59,"W",-92.96638888,"JBR","JONESBORO","","","24","A","",""
"2026/02/19","1UK","RCO","","","UKIAH","CA","AWP","US","UKIAH",39,7,48.6,"N",39.13016666,123,4,38,"W",-123.07722222,"OAK","OAKLAND","","","24","A","2023/01/06",""
"2026/02/19","1WM","RCO","","","ALBUQUERQUE","NM","ASW","US","WEST MESA",35,4,24,"N",35.07333333,106,52,4,"W",-106.86777777,"ABQ","ALBUQUERQUE","","","24","A","2020/08/25",""
"2026/02/19","21F","RCO","","","JACKSBORO","TX","ASW","US","JACKSBORO",33,6,45.4,"N",33.11261111,98,7,15.2,"W",-98.12088888,"FTW","FORT WORTH","","","24","A","",""
"2026/02/19","28J","RCO","","","PALATKA","FL","ASO","US","PALATKA",29,39,30.9,"N",29.65858333,81,41,19.3,"W",-81.68869444,"GNV","GAINESVILLE","","","24","A","1979/08/29",""
"2026/02/19","2AB","RCO","","","MOUNT POTOSI","NV","AWP","US","MOUNT POTOSI",35,56,38.9,"N",35.94413888,115,29,52,"W",-115.49777777,"RNO","RENO","","","24","A","1980/09/24",""
"2026/02/19","2AC","RCO","","","ANGELS CAMP","CA","AWP","US","ANGELS CAMP",38,1,23.7,"N",38.02325,120,35,23.7,"W",-120.58991666,"RIU","RANCHO MURIETA","","","24","A","1992/03/19",""
"2026/02/19","2AE","RCO","","","FAIRBANKS","AK","AAL","US","YUKON RIVER BRIDGE",66,0,33,"N",66.00916666,149,48,31,"W",-149.80861111,"FAI","FAIRBANKS","","","24","A","2011/03/03",""
"2026/02/19","2B4","RCO","","","CHARLOTTSVILLE","VA","AEA","US","BUCK'S ELBOW MOUNTAIN",38,6,15,"N",38.10416666,78,44,37,"W",-78.74361111,"DCA","LEESBURG","","","24","A","",""
"2026/02/19","2CR","RCO","","","CONNOR","ID","ANM","US","CONNOR",42,21,37,"N",42.36027777,113,27,22,"W",-113.45611111,"BOI","BOISE","","","24","A","2020/08/25",""
"2026/02/19","2EA","RCO","","","CANTWELL","AK","AAL","US","CANTWELL",63,24,2.3,"N",63.40063888,148,56,24.2,"W",-148.94005555,"ENA","KENAI","","","24","A","1977/03/28",""
"2026/02/19","2EH","RCO","","","BLACK MTN","CA","AWP","US","MOUNTAIN VIEW",37,19,7.8,"N",37.31883333,122,8,48.9,"W",-122.14691666,"OAK","OAKLAND","","","24","A","1988/05/19",""
"2026/02/19","2EL","RCO","","","EL YUNQUE","PR","ASO","US","EL YUNQUE",18,18,34,"N",18.30944444,65,47,36,"W",-65.79333333,"SJU","SAN JUAN","","","24","A","2020/07/22",""
"2026/02/19","2MP","RCO","","","BLACK METAL PEAK","CA","AWP","US","BLACK METAL PEAK",34,18,33,"N",34.30916666,114,9,55,"W",-114.16527777,"PRC","PRESCOTT","","","24","A","",""
"2026/02/19","2O1","RCO","","","QUINCY","CA","AWP","US","QUINCY",39,56,25.6,"N",39.94044444,120,55,43.8,"W",-120.92883333,"RIU","RANCHO MURIETA","","","24","A","",""
"2026/02/19","2SF","RCO","","","SAYRE","PA","AEA","US","SAYRE",41,56,14.8086,"N",41.93744683,76,37,52.2408,"W",-76.631178,"BUF","BUFFALO","","","24","A","2020/07/10",""
"2026/02/19","2VY","RCO","","","IVY KNOB","WV","AEA","US","IVY KNOB",37,47,10.4,"N",37.78622222,81,31,7.4,"W",-81.51872222,"EKN","ELKINS","","","24","A","1991/10/08",""
"2026/02/19","3AA","RCO","","","RANDSBURG","CA","AWP","US","RAND MOUNTAIN",35,20,18.9,"N",35.33858333,117,41,1.2,"W",-117.68366666,"RAL","RIVERSIDE","","","24","A","1981/06/15",""
"2026/02/19","3AB","RCO","","","ONTARIO","ID","ANM","US","ONTARIO",44,0,42.1,"N",44.01169444,116,24,21.8,"W",-116.40605555,"MMV","MC MINNVILLE","","","24","A","",""
"2026/02/19","3AF","RCO","","","ATIGUN","AK","AAL","US","ATIGUN",68,9,0.6,"N",68.15016666,149,24,23.1,"W",-149.40641666,"FAI","FAIRBANKS","","","24","A","1977/07/12",""
"2026/02/19","3AH","RCO","","","MOUNT EYAK","AK","AAL","US","MOUNT EYAK",60,32,59.1,"N",60.54975,145,44,30.1,"W",-145.74169444,"JNU","JUNEAU","","","24","A","1985/11/25","(COMM_LOC_ID) FREQ 122.5 ALSO AVBL AT CORDOVA MUNI & CORDOVA MUNI SEAPLANE."
"2026/02/19","3B1","RCO","","","GREENVILLE","ME","ANE","US","GREENVILLE",45,27,47.2,"N",45.46311111,69,33,19.2,"W",-69.55533333,"BGR","BANGOR","","","24","A","1985/12/02",""
"2026/02/19","3B9","RCO","","","CHESTER","CT","ANE","US","CHESTER",41,23,0.4,"N",41.38344444,72,30,23.3,"W",-72.50647222,"BDR","BRIDGEPORT","","","24","A","",""
"2026/02/19","3EE","RCO","","","KAARUK","AK","AAL","US","KAARUK",67,40,2.5,"N",67.66736111,149,49,29.9,"W",-149.82497222,"FAI","FAIRBANKS","","","24","A","1977/07/12",""
"2026/02/19","3GZ","RCO","","","GREENHORN","CO","ANM","US","GREENHORN",37,54,9,"N",37.9025,104,47,34,"W",-104.79277777,"DEN","DENVER","","","24","A","",""
"2026/02/19","3HH","RCO","","","SITKA","AK","AAL","US","FINGER MOUNTAIN",57,41,10.7,"N",57.68630555,135,31,42.4,"W",-135.52844444,"SIT","SITKA","JNU","JUNEAU","24","A","1982/04/18",""
"2026/02/19","3HM","RCO","","","SCAPPOOSE","OR","ANM","US","VANCOUVER",45,41,55.4,"N",45.69872222,122,55,31.4,"W",-122.92538888,"SEA","SEATTLE","","","24","A","1986/12/18",""
"2026/02/19","3M6","RCO","","","BUCKS HARBOR","ME","ANE","US","BUCKS HARBOR",44,37,41,"N",44.62805555,67,23,42,"W",-67.395,"BGR","BANGOR","","","24","A","",""
"2026/02/19","3R4","RCO","","","MANY","LA","ASW","US","MANY",31,33,48.6,"N",31.5635,93,26,44.6,"W",-93.44572222,"DRI","DE RIDDER","","","24","A","2023/01/11",""
"2026/02/19","48AK","RCO","","","CHICKALOON","AK","AAL","US","CHICKALOON",61,48,26.27,"N",61.80729722,148,29,5.5,"W",-148.48486111,"PAQ","PALMER","ENA","KENAI","24","A","",""
"2026/02/19","49D","RCO","","","GUNNUK MT","AK","AAL","US","GUNNUK MOUNTAIN",56,58,52,"N",56.98111111,133,48,21,"W",-133.80583333,"SIT","SITKA","JNU","JUNEAU","24","A","2021/11/12",""
"2026/02/19","4AR","RCO","","","LENA POINT","AK","AAL","US","LENA POINT",58,23,17.8,"N",58.38827777,134,45,43.4,"W",-134.76205555,"JNU","JUNEAU","","","24","A","","(COMM_OUTLET_NAME) WX CAM"
"2026/02/19","4BG","RCO","","","FRANCIS PEAK","UT","ANM","US","FRANCIS PEAK",41,1,58.6,"N",41.03294444,111,50,18.5,"W",-111.83847222,"CDC","CEDAR CITY","","","24","A","",""
"2026/02/19","4BT","RCO","","","BARSTOW","CA","AWP","US","BARSTOW",34,50,55.9,"N",34.84886111,117,2,45.1,"W",-117.04586111,"RAL","RIVERSIDE","","","24","A","1980/07/16",""
"2026/02/19","4CW","RCO","","","COTTONWOOD","ID","ANM","US","COTTONWOOD",46,4,9,"N",46.06916666,116,27,58,"W",-116.46611111,"BOI","BOISE","","","24","A","",""
"2026/02/19","4DL","RCO","","","DELLE","UT","ANM","US","DELLE",40,50,52.8,"N",40.848,112,48,1.9,"W",-112.80052777,"CDC","CEDAR CITY","","","24","A","",""
"2026/02/19","4FR","RCO","","","RAINBOW RIDGE","CA","AWP","US","RAINBOW RIDGE",40,23,39,"N",40.39416666,124,9,58,"W",-124.16611111,"OAK","OAKLAND","","","24","A","2020/09/02",""
"2026/02/19","4GL","RCO","","","GLOBE","AZ","AWP","US","GLOBE",33,16,57,"N",33.2825,110,49,17,"W",-110.82138888,"PRC","PRESCOTT","","","24","A","",""
"2026/02/19","4H4","RCO","","","GRAND MESA","CO","ANM","US","GRAND MESA",39,5,18,"N",39.08833333,108,13,14.4,"W",-108.22066666,"DEN","DENVER","","","24","A","",""
"2026/02/19","4H5","RCO","","","GRAND JUNCTION","CO","ANM","US","DOUGLAS CREEK",39,38,19,"N",39.63861111,108,45,45,"W",-108.7625,"DEN","DENVER","","","24","A","2020/07/13",""
"2026/02/19","4HK","RCO","","","HALEAKALA","HI","AWP","US","HALEAKALA",20,42,19,"N",20.70527777,156,15,54,"W",-156.265,"HNL","HONOLULU","","","24","A","",""
"2026/02/19","4HM","RCO","","","SCOTTSDALE","AZ","AWP","US","HUMBOLDT MOUNTAIN",33,58,52.6,"N",33.98127777,111,47,52.3,"W",-111.79786111,"PRC","PRESCOTT","","","24","A","",""
"2026/02/19","4K4","RCO","","","CROWNPOINT","IN","AGL","US","CROWNPOINT",41,24,15,"N",41.40416666,87,14,16,"W",-87.23777777,"HUF","TERRE HAUTE","","","24","A","",""
"2026/02/19","4LM","RCO","","","LARCH MOUNTAIN","WA","ANM","US","LARCH MOUNTAIN",46,59,22,"N",46.98944444,123,7,48,"W",-123.13,"SEA","SEATTLE","","","24","A","",""
"2026/02/19","4ML","RCO","","","TUCSON","AZ","AWP","US","MOUNT LEMMON",32,24,30.3,"N",32.40841666,110,44,2.3,"W",-110.73397222,"PRC","PRESCOTT","","","24","A","2020/03/27",""
"2026/02/19","4RC","RCO","","","STUCK","AK","AAL","US","STUCK",61,46,58.6,"N",61.78294444,145,15,7.8,"W",-145.25216666,"ENA","KENAI","","","24","A","1982/01/21",""
"2026/02/19","4RT","RCO","","","KUIU","AK","AAL","US","KUIU",56,36,58.7,"N",56.61630555,134,3,6.3,"W",-134.05175,"SIT","SITKA","JNU","JUNEAU","24","A","1979/12/06",""
"2026/02/19","4SS","RCO","","","SUNNYSIDE","UT","ANM","US","SUNNYSIDE",39,38,34,"N",39.64277777,110,20,46,"W",-110.34611111,"CDC","CEDAR CITY","","","24","A","",""
"2026/02/19","4ST","RCO","","","MURPHY DOME","AK","AAL","US","MURPHY DOME",64,56,58.4,"N",64.94955555,148,21,8.8,"W",-148.35244444,"FAI","FAIRBANKS","","","24","A","",""
"2026/02/19","4V0","RCO","","","RANGELY","CO","ANM","US","RANGELY",40,3,6,"N",40.05166666,108,47,54,"W",-108.79833333,"DEN","DENVER","","","24","A","1998/10/28",""
"2026/02/19","5BC","RCO","","","GRANTS PASS","OR","ANM","US","SEXTON SUMMIT",42,35,59.4,"N",42.59983333,123,22,2.2,"W",-123.36727777,"MMV","MC MINNVILLE","","","24","A","",""
"2026/02/19","5BK","RCO","","","BLACK RAPIDS","AK","AAL","US","BLACK RAPIDS",63,31,58.5,"N",63.53291666,145,52,8.2,"W",-145.86894444,"FAI","FAIRBANKS","","","24","A","",""
"2026/02/19","5FR","RCO","","","SUNNY HAY MOUNTAIN","AK","AAL","US","SUNNY HAY MOUNTAIN",55,27,43.8,"N",55.46216666,133,4,51,"W",-133.08083333,"KTN","KETCHIKAN","JNU","JUNEAU","24","A","",""
"2026/02/19","5HH","RCO","","","MILLER PEAK","MT","ANM","US","MILLER PEAK",46,45,23.7,"N",46.75658333,113,53,30.4,"W",-113.89177777,"GTF","GREAT FALLS","","","24","A","1987/09/24",""
"2026/02/19","5JJ","RCO","","","LAKESIDE","MT","ANM","US","LAKESIDE",48,0,40.8,"N",48.01133333,114,21,52.5,"W",-114.36458333,"GTF","GREAT FALLS","","","24","A","1985/07/04",""
"2026/02/19","5MN","RCO","","","HIGH MOUNTAIN","AK","AAL","US","HIGH MOUNTAIN",55,21,28.7,"N",55.35797222,131,47,44.1,"W",-131.79558333,"KTN","KETCHIKAN","JNU","JUNEAU","24","A","1980/07/22",""
"2026/02/19","5S6","RCO","","","SIXES","OR","ANM","US","CAPE BLANCO",42,50,11.4,"N",42.8365,124,33,52.4,"W",-124.56455555,"MMV","MC MINNVILLE","","","24","A","1972/07/01",""
"2026/02/19","5SA","RCO","","","STANLEY","ID","ANM","US","STANLEY",44,10,11.2,"N",44.16977777,114,55,52.3,"W",-114.93119444,"BOI","BOISE","","","24","A","1980/05/16",""
"2026/02/19","5ST","RCO","","","POTATO POINT","AK","AAL","US","POTATO POINT",61,3,48.1,"N",61.06336111,146,42,7.3,"W",-146.70202777,"JNU","JUNEAU","","","24","A","1979/09/12","(COMM_OUTLET_NAME) WX CAM"
"2026/02/19","5T9","RCO","","","EAGLE PASS","TX","ASW","US","EAGLE PASS",28,51,16,"N",28.85444444,100,31,32,"W",-100.52555555,"SJT","SAN ANGELO","","","24","A","1977/07/01",""
"2026/02/19","61R","RCO","","","NEWTON","TX","ASW","US","NEWTON",30,55,24,"N",30.92333333,93,43,10,"W",-93.71944444,"CXO","MONTGOMERY COUNTY","","","24","A","2020/03/05",""
"2026/02/19","6AR","RCO","","","ROBERT BARRON","AK","AAL","US","ROBERT BARRON",58,13,22.8,"N",58.223,134,50,18.5,"W",-134.83847222,"JNU","JUNEAU","","","24","A","1982/10/28",""
"2026/02/19","6BT","RCO","","","FISH","AK","AAL","US","FISH",66,31,38.4,"N",66.52733333,150,25,23.5,"W",-150.42319444,"FAI","FAIRBANKS","","","24","A","1977/07/12",""
"2026/02/19","6CL","RCO","","","PILLAR MOUNTAIN","AK","AAL","US","PILLAR MOUNTAIN",57,46,50.3,"N",57.78063888,152,26,3.9,"W",-152.43441666,"ENA","KENAI","","","24","A","",""
"2026/02/19","6PP","RCO","","","NIKISHKA","AK","AAL","US","NIKISHKA",60,43,11,"N",60.71972222,151,21,59.1,"W",-151.36641666,"ENA","KENAI","","","24","A","1977/02/28",""
"2026/02/19","6SR","RCO","","","BOCA DE QUADRA","AK","AAL","US","BOCA DE QUADRA",55,15,27.8,"N",55.25772222,131,12,28.1,"W",-131.20780555,"KTN","KETCHIKAN","JNU","JUNEAU","24","A","",""
"2026/02/19","6ST","RCO","","","MOUNT CONSTITUTION","WA","ANM","US","MOUNT CONSTITUTION",48,40,47.4,"N",48.67983333,122,50,28.7,"W",-122.84130555,"SEA","SEATTLE","","","24","A","1980/11/27",""
"2026/02/19","7KI","RCO","","","KILAUEA","HI","AWP","US","KILAUEA",19,26,8.8,"N",19.43577777,155,16,21.9,"W",-155.27275,"HNL","HONOLULU","","","24","A","1978/02/17",""
"2026/02/19","7MP","RCO","","","SPOKANE VALLEY","WA","ANM","US","MICA PEAK",47,34,26,"N",47.57388888,117,4,50,"W",-117.08055555,"SEA","SEATTLE","","","24","A","2020/08/25",""
"2026/02/19","83D","RCO","","","ST IGNACE","MI","AGL","US","ST IGNACE",45,53,29,"N",45.89138888,84,44,5,"W",-84.73472222,"GRB","GREEN BAY","","","24","A","2020/07/22",""
"2026/02/19","89Q","RCO","","","POINT ARENA","CA","AWP","US","POINT ARENA",38,57,16.7,"N",38.95463888,123,44,26.1,"W",-123.74058333,"OAK","OAKLAND","","","24","A","1979/01/04",""
"2026/02/19","8NK","RCO","","","NORTH KAUAI","HI","AWP","US","NORTH KAUAI",22,12,33.1,"N",22.20919444,159,26,37.9,"W",-159.44386111,"HNL","HONOLULU","","","24","A","1983/05/13",""
"2026/02/19","8NT","RCO","","","NOME","AK","AAL","US","NEWTON PEAK",64,33,23.3,"N",64.55647222,165,19,9.4,"W",-165.31927777,"OME","NOME","FAI","FAIRBANKS","24","A","1980/10/27",""
"2026/02/19","8S4","RCO","","","ENTERPRISE","OR","ANM","US","ENTERPRISE",45,26,2.5,"N",45.43402777,117,16,13.6,"W",-117.27044444,"MMV","MC MINNVILLE","","","24","A","1979/02/02",""
"2026/02/19","8SA","RCO","","","ANIMAS","NM","ASW","US","ANIMAS",31,55,25,"N",31.92361111,108,42,59,"W",-108.71638888,"ABQ","ALBUQUERQUE","","","24","A","2020/04/06",""
"2026/02/19","97M","RCO","","","EKALAKA","MT","ANM","US","TOWER HILL",45,48,51,"N",45.81416666,104,26,50,"W",-104.44722222,"GTF","GREAT FALLS","","","24","A","",""
"2026/02/19","9BM","RCO","","","BADGER MOUNTAIN","WA","ANM","US","BADGER MOUNTAIN",47,35,17.5,"N",47.58819444,120,8,36.2,"W",-120.14338888,"SEA","SEATTLE","","","24","A","2001/05/14",""
"2026/02/19","ABI","RCO","","","ABILENE","TX","ASW","US","ABILENE",32,24,42.8,"N",32.41188888,99,40,53.8,"W",-99.68161111,"FTW","FORT WORTH","","","24","A","1988/07/01",""
"2026/02/19","ABQ","RCO","","","ALBUQUERQUE","NM","ASW","US","ALBUQUERQUE",35,2,24.8,"N",35.04022222,106,36,33.1,"W",-106.60919444,"ABQ","ALBUQUERQUE","","","24","A","2009/02/02",""
"2026/02/19","ABR","RCO","ABR","VOR/DME","ABERDEEN","SD","AGL","US","ABERDEEN",45,25,2.484,"N",45.41735666,98,22,7.3906,"W",-98.36871961,"HON","HURON","","","24","A","1984/03/01",""
"2026/02/19","ABY","RCO","","","ALBANY","GA","ASO","US","ALBANY",31,32,7.8,"N",31.5355,84,11,40.1,"W",-84.19447222,"MCN","MACON","","","24","A","1988/02/17",""
"2026/02/19","ACH","RCO","ACH","VORTAC","ANTON CHICO","NM","ASW","US","ANTON CHICO",35,6,42.142,"N",35.11170611,105,2,23.744,"W",-105.03992888,"ABQ","ALBUQUERQUE","","","24","A","",""
"2026/02/19","ACK","RCO","ACK","VOR/DME","NANTUCKET","MA","ANE","US","NANTUCKET",41,16,54.7502,"N",41.28187505,70,1,36.1339,"W",-70.02670386,"BDR","BRIDGEPORT","","","24","A","",""
"2026/02/19","ACT","RCO","","","WACO","TX","ASW","US","WACO",31,36,41.6,"N",31.61155555,97,13,44,"W",-97.22888888,"FTW","FORT WORTH","","","24","A","",""
"2026/02/19","ACV","RCO","","","ARCATA/EUREKA","CA","AWP","US","ARCATA",40,58,55,"N",40.98194444,124,6,30,"W",-124.10833333,"OAK","OAKLAND","","","24","A","",""
"2026/02/19","ADM","RCO","","","ARDMORE","OK","ASW","US","ARDMORE",34,18,12.3,"N",34.30341666,97,1,2,"W",-97.01722222,"MLC","MC ALESTER","","","24","A","",""
"2026/02/19","ADQ","RCO","","","KODIAK","AK","AAL","US","KODIAK",57,45,0,"N",57.75,152,29,37.8,"W",-152.49383333,"ENA","KENAI","","","AVBL WHEN ATCT CLSD","A","","(COMM_LOC_ID) 119.8 AVBL WHEN ATCT CLSD."
"2026/02/19","AEX","RCO","","","ALEXANDRIA","LA","ASW","US","ALEXANDRIA",31,19,28,"N",31.32444444,92,33,4,"W",-92.55111111,"DRI","DE RIDDER","","","24","A","2011/05/04",""
"2026/02/19","AFE","RCO","","","KAKE","AK","AAL","US","KAKE",56,57,50.1,"N",56.96391666,133,54,42.8,"W",-133.91188888,"SIT","SITKA","JNU","JUNEAU","0600-2145 OTR HRS C*","A","",""
"2026/02/19","AFM","RCO","","","AMBLER","AK","AAL","US","AMBLER",67,5,14,"N",67.08722222,157,51,10,"W",-157.85277777,"OTZ","KOTZEBUE","FAI","FAIRBANKS","24","A","2012/12/20",""
"2026/02/19","AGC","RCO","","","PITTSBURGH","PA","AEA","US","ALLEGHENY",40,21,17,"N",40.35472222,79,55,46.9,"W",-79.92969444,"AOO","ALTOONA","","","24","A","1989/12/14",""
"2026/02/19","AGN","RCO","","","ANGOON","AK","AAL","US","ANGOON",57,29,58.8,"N",57.49966666,134,35,6.3,"W",-134.58508333,"SIT","SITKA","JNU","JUNEAU","24","A","",""
"2026/02/19","AHN","RCO","AHN","VOR/DME","ATHENS","GA","ASO","US","ATHENS",33,56,51.3369,"N",33.94759358,83,19,29.1316,"W",-83.32475877,"MCN","MACON","","","24","A","",""
"2026/02/19","AIA","RCO","","","ALLIANCE","NE","ACE","US","ALLIANCE",42,3,20.3,"N",42.05563888,102,48,16,"W",-102.80444444,"OLU","COLUMBUS","","","24","A","",""
"2026/02/19","AIK","RCO","","","AIKEN","SC","ASO","US","AIKEN",33,38,58.2,"N",33.6495,81,41,4.2,"W",-81.6845,"AND","ANDERSON","","","24","A","",""
"2026/02/19","AJC","RCO","","","CHIGNIK","AK","AAL","US","CHIGNIK",56,18,33.65,"N",56.30934722,158,22,41.37,"W",-158.37815833,"ENA","KENAI","","","24","A","2022/03/15",""
"2026/02/19","AKK","RCO","","","AKHIOK","AK","AAL","US","AKHIOK",56,55,57.1,"N",56.93252777,154,11,8.3,"W",-154.18563888,"ENA","KENAI","","","24","A","",""
"2026/02/19","AKN","RCO","","","KING SALMON","AK","AAL","US","KING SALMON",58,40,40.38,"N",58.67788333,156,38,57.68,"W",-156.64935555,"ENA","KENAI","","","24","A","","(COMM_LOC_ID) FREQ 121.9 AVBL WHEN ATCT CLSD."
"2026/02/19","AKO","RCO","","","AKRON","CO","ANM","US","AKRON",40,9,20.079,"N",40.1555775,103,10,47.064,"W",-103.17974,"DEN","DENVER","","","24","A","1984/05/10",""
"2026/02/19","AKP","RCO","","","ANAKTUVUK PASS","AK","AAL","US","ANAKTUVUK PASS",68,8,0,"N",68.13333333,151,44,0,"W",-151.73333333,"FAI","FAIRBANKS","","","24","A","2014/03/21",""
"2026/02/19","AKW","RCO","","","KLAWOCK","AK","AAL","US","KLAWOCK",55,34,7.1,"N",55.56863888,133,4,45.6,"W",-133.07933333,"KTN","KETCHIKAN","JNU","JUNEAU","24","A","1997/03/27",""
"2026/02/19","ALB","RCO","","","ALBANY","NY","AEA","US","ALBANY",42,44,29.27,"N",42.74146388,73,49,18.21,"W",-73.821725,"BTV","BURLINGTON","","","24","A","2018/03/21",""
"2026/02/19","ALD","RCO","ALD","VOR","ALLENDALE","SC","ASO","US","ALLENDALE",33,0,44.9792,"N",33.01249422,81,17,32.036,"W",-81.29223222,"AND","ANDERSON","","","24","A","",""
"2026/02/19","ALI","RCO","","","ALICE","TX","ASW","US","ALICE",27,44,27.1,"N",27.74086111,98,1,43,"W",-98.02861111,"SJT","SAN ANGELO","","","24","A","",""
"2026/02/19","ALM","RCO","","","ALAMOGORDO","NM","ASW","US","ALAMOGORDO",32,50,36.3,"N",32.84341666,105,59,49,"W",-105.99694444,"ABQ","ALBUQUERQUE","","","24","A","",""
"2026/02/19","ALO","RCO","","","WATERLOO","IA","ACE","US","WATERLOO",42,33,24.9,"N",42.55691666,92,24,0.7,"W",-92.40019444,"FOD","FORT DODGE","","","24","A","",""
"2026/02/19","ALS","RCO","ALS","VORTAC","ALAMOSA","CO","ANM","US","ALAMOSA",37,20,56.9722,"N",37.34915894,105,48,55.9177,"W",-105.81553269,"DEN","DENVER","","","24","A","",""
"2026/02/19","ALS","RCO1","","","ALAMOSA","CO","ANM","US","ALAMOSA",37,26,35.9,"N",37.44330555,105,51,56.2,"W",-105.86561111,"DEN","DENVER","","","24","A","2020/06/17",""
"2026/02/19","ALW","RCO","","","WALLA WALLA","WA","ANM","US","WALLA WALLA",46,5,40.39,"N",46.09455277,118,17,16.96,"W",-118.28804444,"SEA","SEATTLE","","","24","A","1994/12/08",""
"2026/02/19","AMA","RCO","","","AMARILLO","TX","ASW","US","AMARILLO",35,13,16.2,"N",35.22116666,101,42,38.4,"W",-101.71066666,"FTW","FORT WORTH","","","24","A","1990/06/29",""
"2026/02/19","AMG","RCO","","","ALMA","GA","ASO","US","ALMA",31,32,17.7,"N",31.53825,82,30,32.5,"W",-82.50902777,"MCN","MACON","","","24","A","1985/09/09",""
"2026/02/19","AN5","RCO","","","KEMUK MOUNTAIN","AK","AAL","US","KEMUK MOUNTAIN",59,41,22,"N",59.68944444,158,0,40,"W",-158.01111111,"DLG","DILLINGHAM","ENA","KENAI","24","A","",""
"2026/02/19","ANB","RCO","","","ANNISTON","AL","ASO","US","ANNISTON",33,35,17.4,"N",33.58816666,85,51,29.2,"W",-85.85811111,"ANB","ANNISTON","","","24","A","2007/03/20",""
"2026/02/19","ANC","RCO","","","ANCHORAGE","AK","AAL","US","ANCHORAGE",61,12,0,"N",61.2,150,1,0,"W",-150.01666666,"ENA","KENAI","","","24","A","",""
"2026/02/19","AND","RCO","","","ANDERSON","SC","ASO","US","ANDERSON",34,29,40.5,"N",34.49458333,82,42,33.8,"W",-82.70938888,"AND","ANDERSON","","","24","A","",""
